,process,product_name,type,unit,value,product_type,carbon_content,data_source,flow_amount,flowxvalue,ghg,bdv,health
4327,waste incineration from pvc_waste_biogenic_short,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,18.37571067942289,1.2472513623658287e-05,0.0,0.0,0.0
4328,waste incineration from pvc_waste_biogenic_short,co2_emission_biogenic_short,EMISSION,kg,1.3933333333333333,emission,0.2727272727272727,mass balance,18.37571067942289,25.603490213329227,0.0001,0.0,0.0
4329,waste incineration from pvc_waste_biogenic_short,pvc_waste_biogenic_short,RAW MATERIALS,kg,-1.0,waste,0.38,mass balance,18.37571067942289,-18.37571067942289,0.0,0.0,0.0
4330,waste incineration from pur_flexible_waste_biogenic_short,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,15.422105866467962,0.00039099665003256224,0.0,0.0,0.0
4331,waste incineration from pur_flexible_waste_biogenic_short,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,15.422105866467962,4.626631759940389e-05,0.0,0.0,0.000224265
4332,waste incineration from pur_flexible_waste_biogenic_short,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,15.422105866467962,0.016517075382987186,0.0,0.0,3.86e-05
4333,waste incineration from pur_flexible_waste_biogenic_short,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,15.422105866467962,4.626631759940389e-05,0.0,0.0,0.000764079
4334,waste incineration from pur_flexible_waste_biogenic_short,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,15.422105866467962,0.0013417232103827127,0.0,0.0,4.16e-05
4335,waste incineration from pur_flexible_waste_biogenic_short,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,15.422105866467962,1.0467754356865129e-05,0.0,0.0,0.0
4336,waste incineration from pur_flexible_waste_biogenic_short,co2_emission_biogenic_short,EMISSION,kg,2.236666666666667,emission,0.2727272727272727,mass balance,15.422105866467962,34.49411012133334,0.0001,0.0,0.0
4337,waste incineration from pur_flexible_waste_biogenic_short,pur_flexible_waste_biogenic_short,RAW MATERIALS,kg,-1.0,waste,0.61,mass balance,15.422105866467962,-15.422105866467962,0.0,0.0,0.0
4338,waste incineration from pur_rigid_waste_biogenic_short,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,40.98834922480712,0.001039177617896535,0.0,0.0,0.0
4339,waste incineration from pur_rigid_waste_biogenic_short,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,40.98834922480712,0.00012296504767442138,0.0,0.0,0.000224265
4340,waste incineration from pur_rigid_waste_biogenic_short,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,40.98834922480712,0.043898522019768425,0.0,0.0,3.86e-05
4341,waste incineration from pur_rigid_waste_biogenic_short,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,40.98834922480712,0.00012296504767442138,0.0,0.0,0.000764079
4342,waste incineration from pur_rigid_waste_biogenic_short,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,40.98834922480712,0.0035659863825582196,0.0,0.0,4.16e-05
4343,waste incineration from pur_rigid_waste_biogenic_short,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,40.98834922480712,2.7820842036337833e-05,0.0,0.0,0.0
4344,waste incineration from pur_rigid_waste_biogenic_short,co2_emission_biogenic_short,EMISSION,kg,2.31,emission,0.2727272727272727,mass balance,40.98834922480712,94.68308670930446,0.0001,0.0,0.0
4345,waste incineration from pur_rigid_waste_biogenic_short,pur_rigid_waste_biogenic_short,RAW MATERIALS,kg,-1.0,waste,0.63,mass balance,40.98834922480712,-40.98834922480712,0.0,0.0,0.0
4346,waste incineration from pet_waste_biogenic_short,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,79.70843388393291,0.002020847924259351,0.0,0.0,0.0
4347,waste incineration from pet_waste_biogenic_short,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,79.70843388393291,0.00023912530165179875,0.0,0.0,0.000224265
4348,waste incineration from pet_waste_biogenic_short,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,79.70843388393291,0.08536773268969214,0.0,0.0,3.86e-05
4349,waste incineration from pet_waste_biogenic_short,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,79.70843388393291,0.00023912530165179875,0.0,0.0,0.000764079
4350,waste incineration from pet_waste_biogenic_short,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,79.70843388393291,0.006934633747902164,0.0,0.0,4.16e-05
4351,waste incineration from pet_waste_biogenic_short,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,79.70843388393291,5.410209949871946e-05,0.0,0.0,0.0
4352,waste incineration from pet_waste_biogenic_short,co2_emission_biogenic_short,EMISSION,kg,2.31,emission,0.2727272727272727,mass balance,79.70843388393291,184.12648227188504,0.0001,0.0,0.0
4353,waste incineration from pet_waste_biogenic_short,pet_waste_biogenic_short,RAW MATERIALS,kg,-1.0,waste,0.63,mass balance,79.70843388393291,-79.70843388393291,0.0,0.0,0.0
4354,waste incineration from hips_waste_biogenic_short,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,0.06114915431745038,1.5503145094103195e-06,0.0,0.0,0.0
4355,waste incineration from hips_waste_biogenic_short,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.06114915431745038,1.8344746295235114e-07,0.0,0.0,0.000224265
4356,waste incineration from hips_waste_biogenic_short,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,0.06114915431745038,6.549074427398935e-05,0.0,0.0,3.86e-05
4357,waste incineration from hips_waste_biogenic_short,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.06114915431745038,1.8344746295235114e-07,0.0,0.0,0.000764079
4358,waste incineration from hips_waste_biogenic_short,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,0.06114915431745038,5.3199764256181835e-06,0.0,0.0,4.16e-05
4359,waste incineration from hips_waste_biogenic_short,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,0.06114915431745038,4.1504988492969446e-08,0.0,0.0,0.0
4360,waste incineration from hips_waste_biogenic_short,co2_emission_biogenic_short,EMISSION,kg,3.3843333333333336,emission,0.2727272727272727,mass balance,0.06114915431745038,0.20694912126169127,0.0001,0.0,0.0
4361,waste incineration from hips_waste_biogenic_short,hips_waste_biogenic_short,RAW MATERIALS,kg,-1.0,waste,0.923,mass balance,0.06114915431745038,-0.06114915431745038,0.0,0.0,0.0
4362,waste incineration from hdpe_waste_fossil,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,2.00036265482394,5.071519438775135e-05,0.0,0.0,0.0
4363,waste incineration from hdpe_waste_fossil,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,2.00036265482394,6.00108796447182e-06,0.0,0.0,0.000224265
4364,waste incineration from hdpe_waste_fossil,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,2.00036265482394,0.0021423884033164396,0.0,0.0,3.86e-05
4365,waste incineration from hdpe_waste_fossil,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,2.00036265482394,6.00108796447182e-06,0.0,0.0,0.000764079
4366,waste incineration from hdpe_waste_fossil,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,2.00036265482394,0.00017403155096968277,0.0,0.0,4.16e-05
4367,waste incineration from hdpe_waste_fossil,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,2.00036265482394,1.3577461519617491e-06,0.0,0.0,0.0
4368,waste incineration from hdpe_waste_fossil,co2_emission_fossil,EMISSION,kg,3.142333333333333,emission,0.2727272727272727,mass balance,2.00036265482394,6.285806249008427,1.0,0.0,0.0
4369,waste incineration from hdpe_waste_fossil,hdpe_waste_fossil,RAW MATERIALS,kg,-1.0,waste,0.857,mass balance,2.00036265482394,-2.00036265482394,0.0,0.0,0.0
4370,waste incineration from ldpe_waste_fossil,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,1.9776410089415055,5.0139132499693985e-05,0.0,0.0,0.0
4371,waste incineration from ldpe_waste_fossil,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,1.9776410089415055,5.932923026824517e-06,0.0,0.0,0.000224265
4372,waste incineration from ldpe_waste_fossil,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,1.9776410089415055,0.0021180535205763524,0.0,0.0,3.86e-05
4373,waste incineration from ldpe_waste_fossil,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,1.9776410089415055,5.932923026824517e-06,0.0,0.0,0.000764079
4374,waste incineration from ldpe_waste_fossil,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,1.9776410089415055,0.00017205476777791098,0.0,0.0,4.16e-05
4375,waste incineration from ldpe_waste_fossil,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,1.9776410089415055,1.3423238348190469e-06,0.0,0.0,0.0
4376,waste incineration from ldpe_waste_fossil,co2_emission_fossil,EMISSION,kg,3.142333333333333,emission,0.2727272727272727,mass balance,1.9776410089415055,6.214407263763857,1.0,0.0,0.0
4377,waste incineration from ldpe_waste_fossil,ldpe_waste_fossil,RAW MATERIALS,kg,-1.0,waste,0.857,mass balance,1.9776410089415055,-1.9776410089415055,0.0,0.0,0.0
4378,waste incineration from pp_waste_fossil,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,4.567073573802107,0.00011578901631660482,0.0,0.0,0.0
4379,waste incineration from pp_waste_fossil,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,4.567073573802107,1.3701220721406321e-05,0.0,0.0,0.000224265
4380,waste incineration from pp_waste_fossil,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,4.567073573802107,0.004891335797542056,0.0,0.0,3.86e-05
4381,waste incineration from pp_waste_fossil,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,4.567073573802107,1.3701220721406321e-05,0.0,0.0,0.000764079
4382,waste incineration from pp_waste_fossil,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,4.567073573802107,0.0003973354009207833,0.0,0.0,4.16e-05
4383,waste incineration from pp_waste_fossil,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,4.567073573802107,3.09990118821818e-06,0.0,0.0,0.0
4384,waste incineration from pp_waste_fossil,co2_emission_fossil,EMISSION,kg,3.142333333333333,emission,0.2727272727272727,mass balance,4.567073573802107,14.351267526744154,1.0,0.0,0.0
4385,waste incineration from pp_waste_fossil,pp_waste_fossil,RAW MATERIALS,kg,-1.0,waste,0.857,mass balance,4.567073573802107,-4.567073573802107,0.0,0.0,0.0
4386,waste incineration from gpps_waste_fossil,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,1.0659182188753027,2.7024224603145548e-05,0.0,0.0,0.0
4387,waste incineration from gpps_waste_fossil,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,1.0659182188753027,3.197754656625908e-06,0.0,0.0,0.000224265
4388,waste incineration from gpps_waste_fossil,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,1.0659182188753027,0.001141598412415449,0.0,0.0,3.86e-05
4389,waste incineration from gpps_waste_fossil,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,1.0659182188753027,3.197754656625908e-06,0.0,0.0,0.000764079
4390,waste incineration from gpps_waste_fossil,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,1.0659182188753027,9.273488504215134e-05,0.0,0.0,4.16e-05
4391,waste incineration from gpps_waste_fossil,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,1.0659182188753027,7.234919910616117e-07,0.0,0.0,0.0
4392,waste incineration from gpps_waste_fossil,co2_emission_fossil,EMISSION,kg,3.142333333333333,emission,0.2727272727272727,mass balance,1.0659182188753027,3.349470349779159,1.0,0.0,0.0
4393,waste incineration from gpps_waste_fossil,gpps_waste_fossil,RAW MATERIALS,kg,-1.0,waste,0.857,mass balance,1.0659182188753027,-1.0659182188753027,0.0,0.0,0.0
4394,waste incineration from pvc_waste_fossil,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,27.078230365413194,0.0006865143744543207,0.0,0.0,0.0
4395,waste incineration from pvc_waste_fossil,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,27.078230365413194,8.123469109623959e-05,0.0,0.0,0.000224265
4396,waste incineration from pvc_waste_fossil,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,27.078230365413194,0.029000784721357527,0.0,0.0,3.86e-05
4397,waste incineration from pvc_waste_fossil,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,27.078230365413194,8.123469109623959e-05,0.0,0.0,0.000764079
4398,waste incineration from pvc_waste_fossil,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,27.078230365413194,0.002355806041790948,0.0,0.0,4.16e-05
4399,waste incineration from pvc_waste_fossil,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,27.078230365413194,1.8379348860524203e-05,0.0,0.0,0.0
4400,waste incineration from pvc_waste_fossil,co2_emission_fossil,EMISSION,kg,1.3933333333333333,emission,0.2727272727272727,mass balance,27.078230365413194,37.72900097580905,1.0,0.0,0.0
4401,waste incineration from pvc_waste_fossil,pvc_waste_fossil,RAW MATERIALS,kg,-1.0,waste,0.38,mass balance,27.078230365413194,-27.078230365413194,0.0,0.0,0.0
4402,waste incineration from pur_flexible_waste_fossil,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,8.922487442334996,0.00022621182412551914,0.0,0.0,0.0
4403,waste incineration from pur_flexible_waste_fossil,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,8.922487442334996,2.6767462327004988e-05,0.0,0.0,0.000224265
4404,waste incineration from pur_flexible_waste_fossil,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,8.922487442334996,0.00955598405074078,0.0,0.0,3.86e-05
4405,waste incineration from pur_flexible_waste_fossil,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,8.922487442334996,2.6767462327004988e-05,0.0,0.0,0.000764079
4406,waste incineration from pur_flexible_waste_fossil,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,8.922487442334996,0.0007762564074831446,0.0,0.0,4.16e-05
4407,waste incineration from pur_flexible_waste_fossil,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,8.922487442334996,6.056138351484878e-06,0.0,0.0,0.0
4408,waste incineration from pur_flexible_waste_fossil,co2_emission_fossil,EMISSION,kg,2.236666666666667,emission,0.2727272727272727,mass balance,8.922487442334996,19.95663024602261,1.0,0.0,0.0
4409,waste incineration from pur_flexible_waste_fossil,pur_flexible_waste_fossil,RAW MATERIALS,kg,-1.0,waste,0.61,mass balance,8.922487442334996,-8.922487442334996,0.0,0.0,0.0
4410,waste incineration from pur_rigid_waste_fossil,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,6.532296913976259,0.0001656133236600401,0.0,0.0,0.0
4411,waste incineration from pur_rigid_waste_fossil,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,6.532296913976259,1.9596890741928777e-05,0.0,0.0,0.000224265
4412,waste incineration from pur_rigid_waste_fossil,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,6.532296913976259,0.0069960899948685725,0.0,0.0,3.86e-05
4413,waste incineration from pur_rigid_waste_fossil,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,6.532296913976259,1.9596890741928777e-05,0.0,0.0,0.000764079
4414,waste incineration from pur_rigid_waste_fossil,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,6.532296913976259,0.0005683098315159345,0.0,0.0,4.16e-05
4415,waste incineration from pur_rigid_waste_fossil,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,6.532296913976259,4.4337965303613855e-06,0.0,0.0,0.0
4416,waste incineration from pur_rigid_waste_fossil,co2_emission_fossil,EMISSION,kg,2.31,emission,0.2727272727272727,mass balance,6.532296913976259,15.089605871285158,1.0,0.0,0.0
4417,waste incineration from pur_rigid_waste_fossil,pur_rigid_waste_fossil,RAW MATERIALS,kg,-1.0,waste,0.63,mass balance,6.532296913976259,-6.532296913976259,0.0,0.0,0.0
4418,waste incineration from pet_waste_fossil,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,0.0,0.0,0.0,0.0,0.0
4419,waste incineration from pet_waste_fossil,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.000224265
4420,waste incineration from pet_waste_fossil,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,0.0,0.0,0.0,0.0,3.86e-05
4421,waste incineration from pet_waste_fossil,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.000764079
4422,waste incineration from pet_waste_fossil,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,0.0,0.0,0.0,0.0,4.16e-05
4423,waste incineration from pet_waste_fossil,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.0
4424,waste incineration from pet_waste_fossil,co2_emission_fossil,EMISSION,kg,2.31,emission,0.2727272727272727,mass balance,0.0,0.0,1.0,0.0,0.0
4425,waste incineration from pet_waste_fossil,pet_waste_fossil,RAW MATERIALS,kg,-1.0,waste,0.63,mass balance,0.0,-0.0,0.0,0.0,0.0
4426,waste incineration from hips_waste_fossil,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,0.5783899653378621,1.4663920791210818e-05,0.0,0.0,0.0
4427,waste incineration from hips_waste_fossil,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.5783899653378621,1.7351698960135864e-06,0.0,0.0,0.000224265
4428,waste incineration from hips_waste_fossil,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,0.5783899653378621,0.0006194556528768503,0.0,0.0,3.86e-05
4429,waste incineration from hips_waste_fossil,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.5783899653378621,1.7351698960135864e-06,0.0,0.0,0.000764079
4430,waste incineration from hips_waste_fossil,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,0.5783899653378621,5.031992698439401e-05,0.0,0.0,4.16e-05
4431,waste incineration from hips_waste_fossil,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,0.5783899653378621,3.925821889730739e-07,0.0,0.0,0.0
4432,waste incineration from hips_waste_fossil,co2_emission_fossil,EMISSION,kg,3.3843333333333336,emission,0.2727272727272727,mass balance,0.5783899653378621,1.9574644393584382,1.0,0.0,0.0
4433,waste incineration from hips_waste_fossil,hips_waste_fossil,RAW MATERIALS,kg,-1.0,waste,0.923,mass balance,0.5783899653378621,-0.5783899653378621,0.0,0.0,0.0
4434,waste incineration from pbat_biogenic_short_waste,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,0.0,0.0,0.0,0.0,0.0
4435,waste incineration from pbat_biogenic_short_waste,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.000224265
4436,waste incineration from pbat_biogenic_short_waste,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,0.0,0.0,0.0,0.0,3.86e-05
4437,waste incineration from pbat_biogenic_short_waste,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.000764079
4438,waste incineration from pbat_biogenic_short_waste,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,0.0,0.0,0.0,0.0,4.16e-05
4439,waste incineration from pbat_biogenic_short_waste,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.0
4440,waste incineration from pbat_biogenic_short_waste,co2_emission_biogenic_short,EMISSION,kg,2.321,emission,0.2727272727272727,mass balance,0.0,0.0,0.0001,0.0,0.0
4441,waste incineration from pbat_biogenic_short_waste,pbat_biogenic_short_waste,RAW MATERIALS,kg,-1.0,waste,0.633,mass balance,0.0,-0.0,0.0,0.0,0.0
4442,waste incineration from pbat_biogenic_long_waste,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,0.0,0.0,0.0,0.0,0.0
4443,waste incineration from pbat_biogenic_long_waste,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.000224265
4444,waste incineration from pbat_biogenic_long_waste,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,0.0,0.0,0.0,0.0,3.86e-05
4445,waste incineration from pbat_biogenic_long_waste,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.000764079
4446,waste incineration from pbat_biogenic_long_waste,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,0.0,0.0,0.0,0.0,4.16e-05
4447,waste incineration from pbat_biogenic_long_waste,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.0
4448,waste incineration from pbat_biogenic_long_waste,co2_emission_biogenic_long,EMISSION,kg,2.321,emission,0.2727272727272727,mass balance,0.0,0.0,0.38,0.0,0.0
4449,waste incineration from pbat_biogenic_long_waste,pbat_biogenic_long_waste,RAW MATERIALS,kg,-1.0,waste,0.633,mass balance,0.0,-0.0,0.0,0.0,0.0
4450,waste incineration from pbs_biogenic_short_waste,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,0.0,0.0,0.0,0.0,0.0
4451,waste incineration from pbs_biogenic_short_waste,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.000224265
4452,waste incineration from pbs_biogenic_short_waste,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,0.0,0.0,0.0,0.0,3.86e-05
4453,waste incineration from pbs_biogenic_short_waste,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.000764079
4454,waste incineration from pbs_biogenic_short_waste,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,0.0,0.0,0.0,0.0,4.16e-05
4455,waste incineration from pbs_biogenic_short_waste,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.0
4456,waste incineration from pbs_biogenic_short_waste,co2_emission_biogenic_short,EMISSION,kg,2.046511627906977,emission,0.2727272727272727,mass balance,0.0,0.0,0.0001,0.0,0.0
4457,waste incineration from pbs_biogenic_short_waste,pbs_biogenic_short_waste,RAW MATERIALS,kg,-1.0,waste,0.5581395348837209,mass balance,0.0,-0.0,0.0,0.0,0.0
4458,waste incineration from pbs_biogenic_long_waste,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,0.0,0.0,0.0,0.0,0.0
4459,waste incineration from pbs_biogenic_long_waste,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.000224265
4460,waste incineration from pbs_biogenic_long_waste,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,0.0,0.0,0.0,0.0,3.86e-05
4461,waste incineration from pbs_biogenic_long_waste,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.000764079
4462,waste incineration from pbs_biogenic_long_waste,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,0.0,0.0,0.0,0.0,4.16e-05
4463,waste incineration from pbs_biogenic_long_waste,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.0
4464,waste incineration from pbs_biogenic_long_waste,co2_emission_biogenic_long,EMISSION,kg,2.046511627906977,emission,0.2727272727272727,mass balance,0.0,0.0,0.38,0.0,0.0
4465,waste incineration from pbs_biogenic_long_waste,pbs_biogenic_long_waste,RAW MATERIALS,kg,-1.0,waste,0.5581395348837209,mass balance,0.0,-0.0,0.0,0.0,0.0
4466,waste incineration from pla_biogenic_short_waste,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,0.0,0.0,0.0,0.0,0.0
4467,waste incineration from pla_biogenic_short_waste,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.000224265
4468,waste incineration from pla_biogenic_short_waste,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,0.0,0.0,0.0,0.0,3.86e-05
4469,waste incineration from pla_biogenic_short_waste,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.000764079
4470,waste incineration from pla_biogenic_short_waste,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,0.0,0.0,0.0,0.0,4.16e-05
4471,waste incineration from pla_biogenic_short_waste,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.0
4472,waste incineration from pla_biogenic_short_waste,co2_emission_biogenic_short,EMISSION,kg,1.8333333333333333,emission,0.2727272727272727,mass balance,0.0,0.0,0.0001,0.0,0.0
4473,waste incineration from pla_biogenic_short_waste,pla_biogenic_short_waste,RAW MATERIALS,kg,-1.0,waste,0.5,mass balance,0.0,-0.0,0.0,0.0,0.0
4474,waste incineration from pla_biogenic_long_waste,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,0.0,0.0,0.0,0.0,0.0
4475,waste incineration from pla_biogenic_long_waste,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.000224265
4476,waste incineration from pla_biogenic_long_waste,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,0.0,0.0,0.0,0.0,3.86e-05
4477,waste incineration from pla_biogenic_long_waste,pm25_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.000764079
4478,waste incineration from pla_biogenic_long_waste,sox_emission_energy,EMISSION,kg,8.7e-05,emission,0.0,mass balance,0.0,0.0,0.0,0.0,4.16e-05
4479,waste incineration from pla_biogenic_long_waste,nmvoc_emission,EMISSION,kg,6.7875e-07,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.0
4480,waste incineration from pla_biogenic_long_waste,co2_emission_biogenic_long,EMISSION,kg,1.8333333333333333,emission,0.2727272727272727,mass balance,0.0,0.0,0.38,0.0,0.0
4481,waste incineration from pla_biogenic_long_waste,pla_biogenic_long_waste,RAW MATERIALS,kg,-1.0,waste,0.5,mass balance,0.0,-0.0,0.0,0.0,0.0
4482,waste incineration from phb_biogenic_short_waste,co_emission,EMISSION,kg,2.5353e-05,emission,0.428,mass balance,0.0,0.0,0.0,0.0,0.0
4483,waste incineration from phb_biogenic_short_waste,nh3_emission_energy,EMISSION,kg,3e-06,emission,0.0,mass balance,0.0,0.0,0.0,0.0,0.000224265
4484,waste incineration from phb_biogenic_short_waste,nox_emission_energy,EMISSION,kg,0.001071,emission,0.0,mass balance,0.0,0.0,0.0,0.0,3.86e-05
