,process,product_name,type,unit,value,product_type,carbon_content,data_source,flow_amount,flowxvalue,ghg,bdv,health
1247,"Rest of consumer products, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9260806921766471,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1248,"Rest of consumer products, from ldpe_biogenic_long",rest_of_consumer_products_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1249,"Rest of consumer products, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1250,"Rest of consumer products, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9260806921766471,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1251,"Rest of consumer products, from pet_biogenic_long",rest_of_consumer_products_pet_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1252,"Rest of consumer products, from pet_biogenic_long",pet_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1253,"Rest of consumer products, from pet_biogenic_long",pet_waste_biogenic_long,WASTE,kg,0.9260806921766471,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1254,"Rest of consumer products, from pp_biogenic_long",rest_of_consumer_products_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1255,"Rest of consumer products, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1256,"Rest of consumer products, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.9260806921766471,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1257,"Rest of consumer products, from gpps_biogenic_long",rest_of_consumer_products_gpps_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1258,"Rest of consumer products, from gpps_biogenic_long",gpps_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1259,"Rest of consumer products, from gpps_biogenic_long",gpps_waste_biogenic_long,WASTE,kg,0.9260806921766471,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1260,"Rest of consumer products, from pvc_biogenic_long",rest_of_consumer_products_pvc_biogenic_long,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
1261,"Rest of consumer products, from pvc_biogenic_long",pvc_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
1262,"Rest of consumer products, from pvc_biogenic_long",pvc_waste_biogenic_long,WASTE,kg,0.9260806921766471,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
1263,"Rest of consumer products, from hips_biogenic_long",rest_of_consumer_products_hips_biogenic_long,PRODUCT,kg,1.0,product,0.923,MK123,0.0,0.0,,,
1264,"Rest of consumer products, from hips_biogenic_long",hips_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.923,MK123,0.0,-0.0,,,
1265,"Rest of consumer products, from hips_biogenic_long",hips_waste_biogenic_long,WASTE,kg,0.9260806921766471,waste,0.923,MK123,0.0,0.0,0.0,0.0,0.0
1266,"Rest of consumer products, from pur_flexible_biogenic_long",rest_of_consumer_products_pur_flexible_biogenic_long,PRODUCT,kg,1.0,product,0.61,MK123,0.0,0.0,,,
1267,"Rest of consumer products, from pur_flexible_biogenic_long",pur_flexible_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.61,MK123,0.0,-0.0,,,
1268,"Rest of consumer products, from pur_flexible_biogenic_long",pur_flexible_waste_biogenic_long,WASTE,kg,0.9260806921766471,waste,0.61,MK123,0.0,0.0,0.0,0.0,0.0
1269,"Rest of consumer products, from pur_rigid_biogenic_long",rest_of_consumer_products_pur_rigid_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1270,"Rest of consumer products, from pur_rigid_biogenic_long",pur_rigid_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1271,"Rest of consumer products, from pur_rigid_biogenic_long",pur_rigid_waste_biogenic_long,WASTE,kg,0.9260806921766471,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1272,"Electrical and electronic, from hdpe_biogenic_long",electrical_and_electronic_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1273,"Electrical and electronic, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1274,"Electrical and electronic, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1275,"Electrical and electronic, from ldpe_biogenic_long",electrical_and_electronic_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1276,"Electrical and electronic, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1277,"Electrical and electronic, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1278,"Electrical and electronic, from pp_biogenic_long",electrical_and_electronic_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1279,"Electrical and electronic, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1280,"Electrical and electronic, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1281,"Electrical and electronic, from gpps_biogenic_long",electrical_and_electronic_gpps_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1282,"Electrical and electronic, from gpps_biogenic_long",gpps_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1283,"Electrical and electronic, from gpps_biogenic_long",gpps_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1284,"Electrical and electronic, from pvc_biogenic_long",electrical_and_electronic_pvc_biogenic_long,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
1285,"Electrical and electronic, from pvc_biogenic_long",pvc_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
1286,"Electrical and electronic, from pvc_biogenic_long",pvc_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
1287,"Electrical and electronic, from hips_biogenic_long",electrical_and_electronic_hips_biogenic_long,PRODUCT,kg,1.0,product,0.923,MK123,0.0,0.0,,,
1288,"Electrical and electronic, from hips_biogenic_long",hips_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.923,MK123,0.0,-0.0,,,
1289,"Electrical and electronic, from hips_biogenic_long",hips_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.923,MK123,0.0,0.0,0.0,0.0,0.0
1290,"Electrical and electronic, from pur_flexible_biogenic_long",electrical_and_electronic_pur_flexible_biogenic_long,PRODUCT,kg,1.0,product,0.61,MK123,0.0,0.0,,,
1291,"Electrical and electronic, from pur_flexible_biogenic_long",pur_flexible_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.61,MK123,0.0,-0.0,,,
1292,"Electrical and electronic, from pur_flexible_biogenic_long",pur_flexible_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.61,MK123,0.0,0.0,0.0,0.0,0.0
1293,"Electrical and electronic, from pur_rigid_biogenic_long",electrical_and_electronic_pur_rigid_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1294,"Electrical and electronic, from pur_rigid_biogenic_long",pur_rigid_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1295,"Electrical and electronic, from pur_rigid_biogenic_long",pur_rigid_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1296,"Mulch films, from ldpe_biogenic_long",mulch_films_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1297,"Mulch films, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1298,"Mulch films, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1299,"Rest of other, from hdpe_biogenic_long",rest_of_other_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1300,"Rest of other, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1301,"Rest of other, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1302,"Rest of other, from ldpe_biogenic_long",rest_of_other_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1303,"Rest of other, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1304,"Rest of other, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1305,"Rest of other, from pp_biogenic_long",rest_of_other_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1306,"Rest of other, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1307,"Rest of other, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1308,"Rest of other, from gpps_biogenic_long",rest_of_other_gpps_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1309,"Rest of other, from gpps_biogenic_long",gpps_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1310,"Rest of other, from gpps_biogenic_long",gpps_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1311,"Rest of other, from pvc_biogenic_long",rest_of_other_pvc_biogenic_long,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
1312,"Rest of other, from pvc_biogenic_long",pvc_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
1313,"Rest of other, from pvc_biogenic_long",pvc_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
1314,"Rest of other, from hips_biogenic_long",rest_of_other_hips_biogenic_long,PRODUCT,kg,1.0,product,0.923,MK123,0.0,0.0,,,
1315,"Rest of other, from hips_biogenic_long",hips_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.923,MK123,0.0,-0.0,,,
1316,"Rest of other, from hips_biogenic_long",hips_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.923,MK123,0.0,0.0,0.0,0.0,0.0
1317,"Rest of other, from pur_flexible_biogenic_long",rest_of_other_pur_flexible_biogenic_long,PRODUCT,kg,1.0,product,0.61,MK123,0.0,0.0,,,
1318,"Rest of other, from pur_flexible_biogenic_long",pur_flexible_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.61,MK123,0.0,-0.0,,,
1319,"Rest of other, from pur_flexible_biogenic_long",pur_flexible_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.61,MK123,0.0,0.0,0.0,0.0,0.0
1320,"Rest of other, from pur_rigid_biogenic_long",rest_of_other_pur_rigid_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1321,"Rest of other, from pur_rigid_biogenic_long",pur_rigid_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1322,"Rest of other, from pur_rigid_biogenic_long",pur_rigid_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1323,"Food films, from hdpe_biogenic_long",food_films_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1324,"Food films, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1325,"Food films, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1326,"Food films, from ldpe_biogenic_long",food_films_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1327,"Food films, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1328,"Food films, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1329,"Food films, from pet_biogenic_long",food_films_pet_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1330,"Food films, from pet_biogenic_long",pet_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1331,"Food films, from pet_biogenic_long",pet_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1332,"Food films, from pp_biogenic_long",food_films_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1333,"Food films, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1334,"Food films, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1335,"Food films, from gpps_biogenic_long",food_films_gpps_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1336,"Food films, from gpps_biogenic_long",gpps_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1337,"Food films, from gpps_biogenic_long",gpps_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1338,"Food films, from pvc_biogenic_long",food_films_pvc_biogenic_long,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
1339,"Food films, from pvc_biogenic_long",pvc_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
1340,"Food films, from pvc_biogenic_long",pvc_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
1341,"Non-food films, from hdpe_biogenic_long",non-food_films_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1342,"Non-food films, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1343,"Non-food films, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1344,"Non-food films, from ldpe_biogenic_long",non-food_films_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1345,"Non-food films, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1346,"Non-food films, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1347,"Non-food films, from pet_biogenic_long",non-food_films_pet_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1348,"Non-food films, from pet_biogenic_long",pet_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1349,"Non-food films, from pet_biogenic_long",pet_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1350,"Non-food films, from pp_biogenic_long",non-food_films_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1351,"Non-food films, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1352,"Non-food films, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1353,"Non-food films, from gpps_biogenic_long",non-food_films_gpps_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1354,"Non-food films, from gpps_biogenic_long",gpps_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1355,"Non-food films, from gpps_biogenic_long",gpps_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1356,"Non-food films, from pvc_biogenic_long",non-food_films_pvc_biogenic_long,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
1357,"Non-food films, from pvc_biogenic_long",pvc_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
1358,"Non-food films, from pvc_biogenic_long",pvc_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
1359,"Consumer non-food bags, from hdpe_biogenic_long",consumer_non-food_bags_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1360,"Consumer non-food bags, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1361,"Consumer non-food bags, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1362,"Consumer non-food bags, from ldpe_biogenic_long",consumer_non-food_bags_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1363,"Consumer non-food bags, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1364,"Consumer non-food bags, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1365,"Beverage bottles, from hdpe_biogenic_long",beverage_bottles_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1366,"Beverage bottles, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1367,"Beverage bottles, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1368,"Beverage bottles, from pet_biogenic_long",beverage_bottles_pet_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1369,"Beverage bottles, from pet_biogenic_long",pet_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1370,"Beverage bottles, from pet_biogenic_long",pet_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1371,"Beverage bottles, from pp_biogenic_long",beverage_bottles_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1372,"Beverage bottles, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1373,"Beverage bottles, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1374,"Containers for food, from hdpe_biogenic_long",containers_for_food_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1375,"Containers for food, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1376,"Containers for food, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1377,"Containers for food, from ldpe_biogenic_long",containers_for_food_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1378,"Containers for food, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1379,"Containers for food, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1380,"Containers for food, from pet_biogenic_long",containers_for_food_pet_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1381,"Containers for food, from pet_biogenic_long",pet_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1382,"Containers for food, from pet_biogenic_long",pet_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1383,"Containers for food, from pp_biogenic_long",containers_for_food_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1384,"Containers for food, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1385,"Containers for food, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1386,"Containers for food, from gpps_biogenic_long",containers_for_food_gpps_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1387,"Containers for food, from gpps_biogenic_long",gpps_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1388,"Containers for food, from gpps_biogenic_long",gpps_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1389,"Containers for food, from pvc_biogenic_long",containers_for_food_pvc_biogenic_long,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
1390,"Containers for food, from pvc_biogenic_long",pvc_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
1391,"Containers for food, from pvc_biogenic_long",pvc_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
1392,"Containers for non-food, from hdpe_biogenic_long",containers_for_non-food_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1393,"Containers for non-food, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1394,"Containers for non-food, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1395,"Containers for non-food, from ldpe_biogenic_long",containers_for_non-food_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1396,"Containers for non-food, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1397,"Containers for non-food, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1398,"Containers for non-food, from pet_biogenic_long",containers_for_non-food_pet_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1399,"Containers for non-food, from pet_biogenic_long",pet_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1400,"Containers for non-food, from pet_biogenic_long",pet_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1401,"Containers for non-food, from pp_biogenic_long",containers_for_non-food_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1402,"Containers for non-food, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1403,"Containers for non-food, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1404,"Containers for non-food, from gpps_biogenic_long",containers_for_non-food_gpps_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1405,"Containers for non-food, from gpps_biogenic_long",gpps_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1406,"Containers for non-food, from gpps_biogenic_long",gpps_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1407,"Containers for non-food, from pvc_biogenic_long",containers_for_non-food_pvc_biogenic_long,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
1408,"Containers for non-food, from pvc_biogenic_long",pvc_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
1409,"Containers for non-food, from pvc_biogenic_long",pvc_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
1410,"Other food packaging, from hdpe_biogenic_long",other_food_packaging_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1411,"Other food packaging, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1412,"Other food packaging, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1413,"Other food packaging, from ldpe_biogenic_long",other_food_packaging_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1414,"Other food packaging, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1415,"Other food packaging, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1416,"Other food packaging, from pet_biogenic_long",other_food_packaging_pet_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1417,"Other food packaging, from pet_biogenic_long",pet_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1418,"Other food packaging, from pet_biogenic_long",pet_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1419,"Other food packaging, from pp_biogenic_long",other_food_packaging_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
