process,product_name,type,unit,value,product_type,carbon_content,data_source
"propylene, from ethylene by dimerization and oct",nitrogen_liquid,UTILITIES,kg,-0.0075483866664391,intermediate,0.0,ihsmarkit
"propylene, from ethylene by dimerization and oct",propylene,PRODUCT,kg,1.0,intermediate,0.85714,ihsmarkit
"propylene, from ethylene by dimerization and oct",steam_high,UTILITIES,MJ,-2.5653602770935526,intermediate,0.0,ihsmarkit
"propylene_oxide, by the hppo process",co2_emission,EMISSION,kg,0.054719696827774,emission,0.2727272727272727,ihsmarkit
"propylene_oxide, by the hppo process",cooling_water,UTILITIES,MJ,-10.87470321969877,intermediate,0.0,ihsmarkit
"propylene_oxide, by the hppo process",electricity,UTILITIES,kWh,-0.9580234984532756,intermediate,0.0,ihsmarkit
"propylene_oxide, by the hppo process",heat_high,UTILITIES,MJ,-0.2318336055197007,intermediate,0.0,ihsmarkit
"propylene_oxide, by the hppo process",hydrogen,RAW MATERIALS,kg,-0.0454440587705361,intermediate,0.0,ihsmarkit
"propylene_oxide, by the hppo process",methanol,RAW MATERIALS,kg,-0.0109880343884043,intermediate,0.375,ihsmarkit
"propylene_oxide, by the hppo process",nitrogen_liquid,UTILITIES,kg,-0.0065482458956349,intermediate,0.0,ihsmarkit
"propylene_oxide, by the hppo process",oxygen_liquid,RAW MATERIALS,kg,-0.526916822174455,intermediate,0.0,ihsmarkit
"propylene_oxide, by the hppo process",propylene,RAW MATERIALS,kg,-0.8197160121332617,intermediate,0.85714,ihsmarkit
"propylene_oxide, by the hppo process",propylene_oxide,PRODUCT,kg,1.0,intermediate,0.62,ihsmarkit
"propylene_oxide, by the hppo process",steam_high,UTILITIES,MJ,-23.91294263510374,intermediate,0.0,ihsmarkit
"propylene_oxide, by the hppo process",water,UTILITIES,kg,-1.4265621377250624,raw_material,0.0,ihsmarkit
"styrene, from ethylbenzene by dehydrogenation",co2_emission,EMISSION,kg,0.160435769396687,emission,0.2727272727272727,ihsmarkit
"styrene, from ethylbenzene by dehydrogenation",cooling_water,UTILITIES,MJ,-5.016129779530869,intermediate,0.0,ihsmarkit
"styrene, from ethylbenzene by dehydrogenation",electricity,UTILITIES,kWh,-0.0589320035864513,intermediate,0.0,ihsmarkit
"styrene, from ethylbenzene by dehydrogenation",ethylbenzene,RAW MATERIALS,kg,-1.02055041322884,intermediate,0.905,ihsmarkit
"styrene, from ethylbenzene by dehydrogenation",heat_high,UTILITIES,MJ,-0.9080542284341342,intermediate,0.0,ihsmarkit
"styrene, from ethylbenzene by dehydrogenation",nitrogen_liquid,UTILITIES,kg,-0.0022745017524964,intermediate,0.0,ihsmarkit
"styrene, from ethylbenzene by dehydrogenation",oxygen_liquid,RAW MATERIALS,kg,-0.0470097950836669,intermediate,0.0,ihsmarkit
"styrene, from ethylbenzene by dehydrogenation",steam_high,UTILITIES,MJ,-7.259813594906524,intermediate,0.0,ihsmarkit
"styrene, from ethylbenzene by dehydrogenation",styrene,PRODUCT,kg,1.0,intermediate,0.923,ihsmarkit
"styrene, from ethylbenzene by dehydrogenation",water,UTILITIES,kg,-0.1598164625185728,raw_material,0.0,ihsmarkit
"aniline, from nitrobenzene",aniline,PRODUCT,kg,1.0,intermediate,0.774,ihsmarkit
"aniline, from nitrobenzene",cooling_water,UTILITIES,MJ,-1.905010879120923,intermediate,0.0,ihsmarkit
"aniline, from nitrobenzene",electricity,UTILITIES,kWh,-0.039371511483089,intermediate,0.0,ihsmarkit
"aniline, from nitrobenzene",hydrogen,RAW MATERIALS,kg,-0.0724216176604615,intermediate,0.0,ihsmarkit
"aniline, from nitrobenzene",nitrobenzene,RAW MATERIALS,kg,-1.3370547325952231,intermediate,0.585,ihsmarkit
"aniline, from nitrobenzene",water,UTILITIES,kg,-0.2483935048325518,raw_material,0.0,ihsmarkit
"cumene, from benzene and propylene",benzene,RAW MATERIALS,kg,-0.6632743188745865,intermediate,0.9230769230769231,ihsmarkit
"cumene, from benzene and propylene",cooling_water,UTILITIES,MJ,-0.11293714096959083,intermediate,0.0,ihsmarkit
"cumene, from benzene and propylene",cumene,PRODUCT,kg,1.0,intermediate,0.899,ihsmarkit
"cumene, from benzene and propylene",electricity,UTILITIES,kWh,-0.0347198903046599,intermediate,0.0,ihsmarkit
"cumene, from benzene and propylene",heat_high,UTILITIES,MJ,-1.467350210381139,intermediate,0.0,ihsmarkit
"cumene, from benzene and propylene",propylene,RAW MATERIALS,kg,-0.3651593452878813,intermediate,0.85714,ihsmarkit
"formaldehyde, from methanol",cooling_water,UTILITIES,MJ,-2.7521136944178193,intermediate,0.0,ihsmarkit
"formaldehyde, from methanol",electricity,UTILITIES,kWh,-0.1352741963242434,intermediate,0.0,ihsmarkit
"formaldehyde, from methanol",formaldehyde,PRODUCT,kg,1.0,intermediate,0.4,ihsmarkit
"formaldehyde, from methanol",heat_high,UTILITIES,MJ,-0.4722285357044986,intermediate,0.0,ihsmarkit
"formaldehyde, from methanol",methanol,RAW MATERIALS,kg,-1.144173825231198,intermediate,0.375,ihsmarkit
"formaldehyde, from methanol",water,UTILITIES,kg,-1.4546653838052344,raw_material,0.0,ihsmarkit
"heat, high temperature, from agricultural residue",agricultural_residue,RAW MATERIALS,kg,-0.06349206349206349,intermediate,0.494,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
cooling water,cooling_water,PRODUCT,MJ,1.0,intermediate,0.0,JD
cooling water,electricity,UTILITIES,kWh,-0.00166,intermediate,0.0,JD
cooling water,water,RAW MATERIALS,kg,-0.61127,raw_material,0.0,JD
"heat, high temperature, from agricultural residue",co2_emission_biogenic_short,EMISSION,kg,0.11500529100529099,emission,0.2727272727272727,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"heat, high temperature, from agricultural residue",heat_high,PRODUCT,MJ,1.0,intermediate,0.0,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"hydrogen, from PEM electrolysis",electricity,UTILITIES,kWh,-54.0,intermediate,0.0,https://doi.org/10.1016/j.est.2021.102759
"hydrogen, from PEM electrolysis",hydrogen,PRODUCT,kg,1.0,intermediate,0.0,https://doi.org/10.1016/j.est.2021.102759
"hydrogen, from PEM electrolysis",water,RAW MATERIALS,kg,-14.0,raw_material,0.0,https://doi.org/10.1016/j.est.2021.102759
"nitric_acid, from ammonia",ammonia,RAW MATERIALS,kg,-0.26915,intermediate,0.0,ecoinvent
"nitric_acid, from ammonia",electricity,UTILITIES,kWh,-0.0078977,intermediate,0.0,ecoinvent
"nitric_acid, from ammonia",nitric_acid,PRODUCT,kg,1.0,intermediate,0.0,ecoinvent
"nitric_acid, from ammonia",water,RAW MATERIALS,kg,-0.41415,raw_material,0.0,ecoinvent
"nitrogen, from crogenic air separation, improved",electricity,UTILITIES,kWh,-0.258,intermediate,0.0,https://doi.org/10.1016/j.jclepro.2020.123027
"nitrogen, from crogenic air separation, improved",nitrogen_liquid,PRODUCT,kg,1.0,intermediate,0.0,https://doi.org/10.1016/j.jclepro.2020.123027
"nitric_acid, from ammonia",n2o_emission,EMISSION,kg,0.002,emission,0.0,ecoinvent
"oxygen, from cryogenic air separation, improved",electricity,UTILITIES,kWh,-0.252,intermediate,0.0,https://doi.org/10.1016/j.jclepro.2020.123027
"oxygen, from cryogenic air separation, improved",oxygen_liquid,PRODUCT,kg,1.0,intermediate,0.0,https://doi.org/10.1016/j.jclepro.2020.123027
"potato starch, from potato",electricity,UTILITIES,kWh,-0.1675,intermediate,0.0,ecoinvent
"potato starch, from potato",heat_high,UTILITIES,MJ,-1.624,intermediate,0.0,ecoinvent
"potato starch, from potato",potato,RAW MATERIALS,kg,-3.92,raw_material,0.39,ecoinvent
"potato starch, from potato",potato_starch,PRODUCT,kg,1.0,intermediate,0.4444444444444444,ecoinvent
"potato starch, from potato",water,RAW MATERIALS,kg,-3.727,raw_material,0.0,ecoinvent
"steam, high temperature, from heat",electricity,UTILITIES,kWh,-0.00808,intermediate,0.0,ecoinvent
"steam, high temperature, from heat",heat_high,UTILITIES,MJ,-1.28,intermediate,0.0,ecoinvent
"steam, high temperature, from heat",steam_high,PRODUCT,MJ,1.0,intermediate,0.0,ecoinvent
"steam, high temperature, from heat",water,RAW MATERIALS,kg,-0.0618182,raw_material,0.0,ecoinvent
"sulfur dioxide, from sulfur",electricity,UTILITIES,kWh,-0.416,intermediate,0.0,ecoinvent
"sulfur dioxide, from sulfur",sulfur,RAW MATERIALS,kg,-0.55,raw_material,0.0,ecoinvent
"sulfur dioxide, from sulfur",sulfur_dioxide,PRODUCT,kg,1.0,intermediate,0.0,ecoinvent
"heat, high temperature, from agricultural residue",co_emission,EMISSION,kg,0.0001,emission,0.428,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"heat, high temperature, from agricultural residue",nmvoc_emission,EMISSION,kg,8.122222222222223e-06,emission,0.0,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"heat, high temperature, from agricultural residue",nox_emission_chemical,EMISSION,kg,2.1444444444444447e-05,emission,0.0,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"heat, high temperature, from agricultural residue",pm25_emission_chemical,EMISSION,kg,0.0001477777777777778,emission,0.0,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"heat, high temperature, from agricultural residue",sox_emission_chemical,EMISSION,kg,2.1444444444444447e-05,emission,0.0,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"ammonia, anhydrous, liquid, from ammonia production, steam reforming, liquid",ammonia,PRODUCT,kg,1.0,intermediate,0.0,ecoinvent 3.10
"benzene, from BTX production, from pyrolysis gas, average",benzene,PRODUCT,kg,1.0,intermediate,0.9230769230769231,ecoinvent 3.10
"benzene, from BTX production, from reformate, average",benzene,PRODUCT,kg,1.0,intermediate,0.9230769230769231,ecoinvent 3.10
"butadiene, from butadiene purification, extractive distillation of crude butadiene",butadiene,PRODUCT,kg,1.0,intermediate,0.889,ecoinvent 3.10
"butadiene, crude, from unsaturated hydrocarbons production, steam cracking operation, average",butadiene_crude,PRODUCT,kg,1.0,intermediate,0.8882,ecoinvent 3.10
"butadiene, from butadiene purification, extractive distillation of crude butadiene",butadiene_crude,RAW MATERIALS,kg,-1.020408163,intermediate,0.8882,ecoinvent 3.10
"butadiene, crude, from unsaturated hydrocarbons production, steam cracking operation, average",butane,RAW MATERIALS,kg,-0.1971150309179345,intermediate,0.8276,ecoinvent 3.10
"butane, from natural gas liquids fractionation",butane,PRODUCT,kg,1.0,intermediate,0.8276,ecoinvent 3.10
"butene, mixed, from unsaturated hydrocarbons production, steam cracking operation, average",butane,RAW MATERIALS,kg,-0.1971150294554347,intermediate,0.8276,ecoinvent 3.10
"ethylene, from unsaturated hydrocarbons production, steam cracking operation, average",butane,RAW MATERIALS,kg,-0.1971150456908299,intermediate,0.8276,ecoinvent 3.10
"propylene, from unsaturated hydrocarbons production, steam cracking operation, average",butane,RAW MATERIALS,kg,-0.1971150474872509,intermediate,0.8276,ecoinvent 3.10
"pyrolysis gas, containing benzene, toluene and xylene, from unsaturated hydrocarbons production, steam cracking operation, average",butane,RAW MATERIALS,kg,-0.1971150502376741,intermediate,0.8276,ecoinvent 3.10
"butene, mixed, from unsaturated hydrocarbons production, steam cracking operation, average",butene_1,PRODUCT,kg,1.0,intermediate,0.857,ecoinvent 3.10
"carbon monoxide, from carbon monoxide production",carbon_monoxide,PRODUCT,kg,1.0,intermediate,0.42857142857142855,ecoinvent 3.10
"propylene, from potroleum refinery openration",ch4_emission,EMISSION,kg,2.678635763088485e-05,emission,0.0,ecoinvent 3.10
"benzene, from BTX production, from pyrolysis gas, average",ch4_emission,EMISSION,kg,6.024394240705682e-06,emission,0.0,ecoinvent 3.10
"benzene, from BTX production, from reformate, average",ch4_emission,EMISSION,kg,3.754905454433831e-06,emission,0.0,ecoinvent 3.10
"butadiene, crude, from unsaturated hydrocarbons production, steam cracking operation, average",ch4_emission,EMISSION,kg,1.9980121565692288e-05,emission,0.0,ecoinvent 3.10
"butene, mixed, from unsaturated hydrocarbons production, steam cracking operation, average",ch4_emission,EMISSION,kg,1.9980121417449288e-05,emission,0.0,ecoinvent 3.10
"diesel, from diesel production, petroleum refinery operation",ch4_emission,EMISSION,kg,1.958410291040828e-05,emission,0.0,ecoinvent 3.10
"ethylene, from unsaturated hydrocarbons production, steam cracking operation, average",ch4_emission,EMISSION,kg,1.99801230631136e-05,emission,0.0,ecoinvent 3.10
"heat, district or industrial, natural gas, from heat production, natural gas, at industrial furnace low-NOx >100kW",ch4_emission,EMISSION,kg,2.222222222222222e-06,emission,0.0,ecoinvent 3.10
"heavy fuel oil, from heavy fuel oil production, petroleum refinery operation",ch4_emission,EMISSION,kg,1.083841689000138e-05,emission,0.0,ecoinvent 3.10
"hydrogen, gaseous, low pressure, from hydrogen production, steam methane reforming",ch4_emission,EMISSION,kg,3.8960538038178334e-05,emission,0.0,ecoinvent 3.10
"naphtha, from naphtha production, petroleum refinery operation",ch4_emission,EMISSION,kg,1.085002914488013e-05,emission,0.0,ecoinvent 3.10
"natural gas liquids, from natural gas liquids production",ch4_emission,EMISSION,kg,2.157165368640092e-05,emission,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from pyrolysis gas, average",ch4_emission,EMISSION,kg,1.1793282280593537e-05,emission,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from reformate, average",ch4_emission,EMISSION,kg,5.747882452947126e-06,emission,0.0,ecoinvent 3.10
"propylene, from unsaturated hydrocarbons production, steam cracking operation, average",ch4_emission,EMISSION,kg,1.9980123245203754e-05,emission,0.0,ecoinvent 3.10
"pyrolysis gas, containing benzene, toluene and xylene, from unsaturated hydrocarbons production, steam cracking operation, average",ch4_emission,EMISSION,kg,1.1217653817929096e-05,emission,0.0,ecoinvent 3.10
"reformate, from reformate production, petroleum refinery operation",ch4_emission,EMISSION,kg,1.950126637054156e-05,emission,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from pyrolysis gas, average",ch4_emission,EMISSION,kg,4.950607956714421e-06,emission,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from reformate, average",ch4_emission,EMISSION,kg,2.347285215223048e-06,emission,0.0,ecoinvent 3.10
"propylene, from potroleum refinery openration",co2_emission,EMISSION,kg,0.430753183979744,emission,0.2727272727272727,ecoinvent 3.10
"ammonia, anhydrous, liquid, from ammonia production, steam reforming, liquid",co2_emission,EMISSION,kg,1.4056923568915891,emission,0.2727272727272727,ecoinvent 3.10
"benzene, from BTX production, from pyrolysis gas, average",co2_emission,EMISSION,kg,0.2635916991508616,emission,0.2727272727272727,ecoinvent 3.10
"benzene, from BTX production, from reformate, average",co2_emission,EMISSION,kg,0.1642923536707655,emission,0.2727272727272727,ecoinvent 3.10
"butadiene, crude, from unsaturated hydrocarbons production, steam cracking operation, average",co2_emission,EMISSION,kg,0.7246906939908963,emission,0.2727272727272727,ecoinvent 3.10
"butene, mixed, from unsaturated hydrocarbons production, steam cracking operation, average",co2_emission,EMISSION,kg,0.7246906886140361,emission,0.2727272727272727,ecoinvent 3.10
"diesel, from diesel production, petroleum refinery operation",co2_emission,EMISSION,kg,0.193439970390365,emission,0.2727272727272727,ecoinvent 3.10
"ethylene, from unsaturated hydrocarbons production, steam cracking operation, average",co2_emission,EMISSION,kg,0.724690748303243,emission,0.2727272727272727,ecoinvent 3.10
"heat, district or industrial, natural gas, from heat production, natural gas, at industrial furnace low-NOx >100kW",co2_emission,EMISSION,kg,0.0622222222222222,emission,0.2727272727272727,ecoinvent 3.10
"heavy fuel oil, from heavy fuel oil production, petroleum refinery operation",co2_emission,EMISSION,kg,0.0926256878167964,emission,0.2727272727272727,ecoinvent 3.10
"hydrogen, gaseous, low pressure, from hydrogen production, steam methane reforming",co2_emission,EMISSION,kg,8.346607106680535,emission,0.2727272727272727,ecoinvent 3.10
"methanol, from methanol production, natural gas reforming",co2_emission,EMISSION,kg,0.3531,emission,0.2727272727272727,ecoinvent 3.10
"naphtha, from naphtha production, petroleum refinery operation",co2_emission,EMISSION,kg,0.0904584174909915,emission,0.2727272727272727,ecoinvent 3.10
"natural gas liquids, from natural gas liquids production",co2_emission,EMISSION,kg,0.0219662571074936,emission,0.2727272727272727,ecoinvent 3.10
"p-xylene, from BTX production, from pyrolysis gas, average",co2_emission,EMISSION,kg,0.5160039649966971,emission,0.2727272727272727,ecoinvent 3.10
"p-xylene, from BTX production, from reformate, average",co2_emission,EMISSION,kg,0.2514931862538638,emission,0.2727272727272727,ecoinvent 3.10
"propylene, from unsaturated hydrocarbons production, steam cracking operation, average",co2_emission,EMISSION,kg,0.7246907549077595,emission,0.2727272727272727,ecoinvent 3.10
"pyrolysis gas, containing benzene, toluene and xylene, from unsaturated hydrocarbons production, steam cracking operation, average",co2_emission,EMISSION,kg,0.4068708643006193,emission,0.2727272727272727,ecoinvent 3.10
"reformate, from reformate production, petroleum refinery operation",co2_emission,EMISSION,kg,0.3034688844351578,emission,0.2727272727272727,ecoinvent 3.10
"toluene, liquid, from BTX production, from pyrolysis gas, average",co2_emission,EMISSION,kg,0.2166091910657015,emission,0.2727272727272727,ecoinvent 3.10
"toluene, liquid, from BTX production, from reformate, average",co2_emission,EMISSION,kg,0.1027032550953354,emission,0.2727272727272727,ecoinvent 3.10
"propylene, from potroleum refinery openration",co_emission,EMISSION,kg,0.0004849234836923,emission,0.428,ecoinvent 3.10
"benzene, from BTX production, from pyrolysis gas, average",co_emission,EMISSION,kg,8.017078485519047e-05,emission,0.428,ecoinvent 3.10
"benzene, from BTX production, from reformate, average",co_emission,EMISSION,kg,4.9969126428434e-05,emission,0.428,ecoinvent 3.10
"butadiene, crude, from unsaturated hydrocarbons production, steam cracking operation, average",co_emission,EMISSION,kg,0.0002126901780062,emission,0.428,ecoinvent 3.10
"butene, mixed, from unsaturated hydrocarbons production, steam cracking operation, average",co_emission,EMISSION,kg,0.0002126901764281,emission,0.428,ecoinvent 3.10
"diesel, from diesel production, petroleum refinery operation",co_emission,EMISSION,kg,7.362033484899456e-05,emission,0.428,ecoinvent 3.10
"ethylene, from unsaturated hydrocarbons production, steam cracking operation, average",co_emission,EMISSION,kg,0.0002126901939464,emission,0.428,ecoinvent 3.10
"heat, district or industrial, natural gas, from heat production, natural gas, at industrial furnace low-NOx >100kW",co_emission,EMISSION,kg,1.5555555555555518e-05,emission,0.428,ecoinvent 3.10
"heavy fuel oil, from heavy fuel oil production, petroleum refinery operation",co_emission,EMISSION,kg,2.6382053229463364e-05,emission,0.428,ecoinvent 3.10
"hydrogen, gaseous, low pressure, from hydrogen production, steam methane reforming",co_emission,EMISSION,kg,4.09178856429672e-05,emission,0.428,ecoinvent 3.10
"methanol, from methanol production, natural gas reforming",co_emission,EMISSION,kg,0.0163,emission,0.428,ecoinvent 3.10
"naphtha, from naphtha production, petroleum refinery operation",co_emission,EMISSION,kg,3.798669959982977e-05,emission,0.428,ecoinvent 3.10
"p-xylene, from BTX production, from pyrolysis gas, average",co_emission,EMISSION,kg,0.0001569413718089,emission,0.428,ecoinvent 3.10
"p-xylene, from BTX production, from reformate, average",co_emission,EMISSION,kg,7.649105109902137e-05,emission,0.428,ecoinvent 3.10
"propylene, from unsaturated hydrocarbons production, steam cracking operation, average",co_emission,EMISSION,kg,0.0002126901958847,emission,0.428,ecoinvent 3.10
"pyrolysis gas, containing benzene, toluene and xylene, from unsaturated hydrocarbons production, steam cracking operation, average",co_emission,EMISSION,kg,0.000119412926468,emission,0.428,ecoinvent 3.10
"reformate, from reformate production, petroleum refinery operation",co_emission,EMISSION,kg,8.743793648577949e-05,emission,0.428,ecoinvent 3.10
"toluene, liquid, from BTX production, from pyrolysis gas, average",co_emission,EMISSION,kg,6.588116739080718e-05,emission,0.428,ecoinvent 3.10
"toluene, liquid, from BTX production, from reformate, average",co_emission,EMISSION,kg,3.123694940030381e-05,emission,0.428,ecoinvent 3.10
"butadiene, crude, from unsaturated hydrocarbons production, steam cracking operation, average",diesel,RAW MATERIALS,kg,-0.0486703799863502,intermediate,0.86,ecoinvent 3.10
"butene, mixed, from unsaturated hydrocarbons production, steam cracking operation, average",diesel,RAW MATERIALS,kg,-0.0486703796252391,intermediate,0.86,ecoinvent 3.10
"diesel, from diesel production, petroleum refinery operation",diesel,PRODUCT,kg,1.0,intermediate,0.86,ecoinvent 3.10
"ethylene, from unsaturated hydrocarbons production, steam cracking operation, average",diesel,RAW MATERIALS,kg,-0.0486703836339789,intermediate,0.86,ecoinvent 3.10
"propylene, from unsaturated hydrocarbons production, steam cracking operation, average",diesel,RAW MATERIALS,kg,-0.0486703840775396,intermediate,0.86,ecoinvent 3.10
"pyrolysis gas, containing benzene, toluene and xylene, from unsaturated hydrocarbons production, steam cracking operation, average",diesel,RAW MATERIALS,kg,-0.0486703847566565,intermediate,0.86,ecoinvent 3.10
"ammonia, anhydrous, liquid, from ammonia production, steam reforming, liquid",electricity,UTILITIES,kWh,-0.2277742244963221,intermediate,0.0,ecoinvent 3.10
"benzene, from BTX production, from pyrolysis gas, average",electricity,UTILITIES,kWh,-0.0630662522017765,intermediate,0.0,ecoinvent 3.10
"benzene, from BTX production, from reformate, average",electricity,UTILITIES,kWh,-0.072043958952951,intermediate,0.0,ecoinvent 3.10
"butadiene, crude, from unsaturated hydrocarbons production, steam cracking operation, average",electricity,UTILITIES,kWh,-0.1206742405167815,intermediate,0.0,ecoinvent 3.10
"butadiene, from butadiene purification, extractive distillation of crude butadiene",electricity,UTILITIES,kWh,-0.2,intermediate,0.0,ecoinvent 3.10
"butane, from natural gas liquids fractionation",electricity,UTILITIES,kWh,-0.1933991106053076,intermediate,0.0,ecoinvent 3.10
"butene, mixed, from unsaturated hydrocarbons production, steam cracking operation, average",electricity,UTILITIES,kWh,-0.120674239621436,intermediate,0.0,ecoinvent 3.10
"carbon monoxide, from carbon monoxide production",electricity,UTILITIES,kWh,-2.3,intermediate,0.0,ecoinvent 3.10
"ethane, from natural gas liquids fractionation",electricity,UTILITIES,kWh,-0.2039007248738982,intermediate,0.0,ecoinvent 3.10
"ethylene, from unsaturated hydrocarbons production, steam cracking operation, average",electricity,UTILITIES,kWh,-0.1206742495607795,intermediate,0.0,ecoinvent 3.10
"methanol, from methanol production, natural gas reforming",electricity,UTILITIES,kWh,-0.088642952,intermediate,0.0,ecoinvent 3.10
"natural gas liquids, from natural gas liquids production",electricity,UTILITIES,kWh,-0.0268330326343036,intermediate,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from pyrolysis gas, average",electricity,UTILITIES,kWh,-0.2755318211529454,intermediate,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from reformate, average",electricity,UTILITIES,kWh,-0.2643774621099557,intermediate,0.0,ecoinvent 3.10
"propane, from natural gas liquids fractionation",electricity,UTILITIES,kWh,-0.1969811218927482,intermediate,0.0,ecoinvent 3.10
"propylene, from unsaturated hydrocarbons production, steam cracking operation, average",electricity,UTILITIES,kWh,-0.1206742506605522,intermediate,0.0,ecoinvent 3.10
"pyrolysis gas, containing benzene, toluene and xylene, from unsaturated hydrocarbons production, steam cracking operation, average",electricity,UTILITIES,kWh,-0.0677514323628123,intermediate,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from pyrolysis gas, average",electricity,UTILITIES,kWh,-0.0478146095595986,intermediate,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from reformate, average",electricity,UTILITIES,kWh,-0.0403669144928444,intermediate,0.0,ecoinvent 3.10
"butadiene, crude, from unsaturated hydrocarbons production, steam cracking operation, average",ethane,RAW MATERIALS,kg,-0.0547541759410317,intermediate,0.8,ecoinvent 3.10
"butene, mixed, from unsaturated hydrocarbons production, steam cracking operation, average",ethane,RAW MATERIALS,kg,-0.0547541755347817,intermediate,0.8,ecoinvent 3.10
"ethane, from natural gas liquids fractionation",ethane,PRODUCT,kg,1.0,intermediate,0.8,ecoinvent 3.10
"ethylene, from unsaturated hydrocarbons production, steam cracking operation, average",ethane,RAW MATERIALS,kg,-0.0547541800446138,intermediate,0.8,ecoinvent 3.10
"propylene, from unsaturated hydrocarbons production, steam cracking operation, average",ethane,RAW MATERIALS,kg,-0.0547541805436196,intermediate,0.8,ecoinvent 3.10
"pyrolysis gas, containing benzene, toluene and xylene, from unsaturated hydrocarbons production, steam cracking operation, average",ethane,RAW MATERIALS,kg,-0.0547541813076261,intermediate,0.8,ecoinvent 3.10
"ethylene, from unsaturated hydrocarbons production, steam cracking operation, average",ethylene,PRODUCT,kg,1.0,intermediate,0.85714,ecoinvent 3.10
"ammonia, anhydrous, liquid, from ammonia production, steam reforming, liquid",heat_high,UTILITIES,MJ,-9.956987527982092,intermediate,0.0,ecoinvent 3.10
"benzene, from BTX production, from pyrolysis gas, average",heat_high,UTILITIES,MJ,-1.7142832329052995,intermediate,0.0,ecoinvent 3.10
"benzene, from BTX production, from reformate, average",heat_high,UTILITIES,MJ,-4.166920548617029,intermediate,0.0,ecoinvent 3.10
"butadiene, from butadiene purification, extractive distillation of crude butadiene",heat_high,UTILITIES,MJ,-6.23385,intermediate,0.0,ecoinvent 3.10
"butane, from natural gas liquids fractionation",heat_high,UTILITIES,MJ,-1.160375146111349,intermediate,0.0,ecoinvent 3.10
"ethane, from natural gas liquids fractionation",heat_high,UTILITIES,MJ,-1.2233837719172338,intermediate,0.0,ecoinvent 3.10
"heat, district or industrial, natural gas, from heat production, natural gas, at industrial furnace low-NOx >100kW",heat_high,PRODUCT,MJ,1.0,intermediate,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from pyrolysis gas, average",heat_high,UTILITIES,MJ,-3.355860401355887,intermediate,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from reformate, average",heat_high,UTILITIES,MJ,-6.378581243887003,intermediate,0.0,ecoinvent 3.10
"propane, from natural gas liquids fractionation",heat_high,UTILITIES,MJ,-1.1818668523452986,intermediate,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from pyrolysis gas, average",heat_high,UTILITIES,MJ,-1.408729886158476,intermediate,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from reformate, average",heat_high,UTILITIES,MJ,-2.604846144722076,intermediate,0.0,ecoinvent 3.10
"carbon monoxide, from carbon monoxide production",heavy_fuel_oil,RAW MATERIALS,kg,-0.66,intermediate,0.86,ecoinvent 3.10
"heavy fuel oil, from heavy fuel oil production, petroleum refinery operation",heavy_fuel_oil,PRODUCT,kg,1.0,intermediate,0.86,ecoinvent 3.10
"benzene, from BTX production, from pyrolysis gas, average",hydrogen,RAW MATERIALS,kg,-0.056853462008049,intermediate,0.0,ecoinvent 3.10
"benzene, from BTX production, from reformate, average",hydrogen,RAW MATERIALS,kg,-0.0225115099448208,intermediate,0.0,ecoinvent 3.10
"hydrogen, gaseous, low pressure, from hydrogen production, steam methane reforming",hydrogen,PRODUCT,kg,1.0,intermediate,0.0,ecoinvent 3.10
"p-xylene, from BTX production, from pyrolysis gas, average",hydrogen,RAW MATERIALS,kg,-0.0587304235235047,intermediate,0.0,ecoinvent 3.10
"toluene, liquid, from BTX production, from pyrolysis gas, average",hydrogen,RAW MATERIALS,kg,-0.0393122645436165,intermediate,0.0,ecoinvent 3.10
"methanol, from methanol production, natural gas reforming",methanol,PRODUCT,kg,1.0,intermediate,0.375,ecoinvent 3.10
"propylene, from potroleum refinery openration",n2o_emission,EMISSION,kg,1.6694484006195274e-05,emission,0.0,ecoinvent 3.10
"benzene, from BTX production, from pyrolysis gas, average",n2o_emission,EMISSION,kg,6.951224113428927e-06,emission,0.0,ecoinvent 3.10
