Model,Scenario,Category,IMP_marker,Region,Variable,Unit,2010,2020,2030,2040,2050
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,C1,Ren,R10REST_ASIA,Secondary Energy|Electricity|Solar|PV,EJ/yr,0.0059,0.1733,5.0138,14.6576,24.1501
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,C1,Ren,R10REST_ASIA,Secondary Energy|Electricity|Wind,EJ/yr,0.005,0.1035,2.2344,7.7111,12.4503
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,C1,Ren,R10ROWO,Carbon Sequestration|CCS|Biomass,Mt CO2/yr,0.0,0.0,48.610800000000005,194.4588,269.4268
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,C1,Ren,R10ROWO,Carbon Sequestration|CCS|Fossil,Mt CO2/yr,0.0,0.0,27.4619,25.3341,18.6682
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,C1,Ren,R10ROWO,Final Energy|Industry|Electricity,EJ/yr,1.6672,1.8659,2.2683,2.6727,3.1704
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,C1,Ren,R10ROWO,Secondary Energy|Electricity,EJ/yr,5.0847,5.7549,7.1234,10.6728,13.0299
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,C1,Ren,R10ROWO,Secondary Energy|Electricity|Biomass,EJ/yr,0.0692,0.0718,0.1248,0.2676,0.3433
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,C1,Ren,R10ROWO,Secondary Energy|Electricity|Geothermal,EJ/yr,0.0305,0.1689999999999999,0.3808,0.3388,0.2019
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,C1,Ren,R10ROWO,Secondary Energy|Electricity|Hydro,EJ/yr,2.4796,2.8947000000000003,3.2046,3.2937,3.2857000000000003
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,C1,Ren,R10ROWO,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,2.6506,3.5318000000000005,6.5647,10.1203,12.3697
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,C1,Ren,R10ROWO,Secondary Energy|Electricity|Nuclear,EJ/yr,0.435,0.3586,0.2239999999999999,0.0915,0.0197
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,C1,Ren,R10ROWO,Secondary Energy|Electricity|Solar,EJ/yr,0.0125,0.1346,1.8536,4.049099999999999,5.1633
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,C1,Ren,R10ROWO,Secondary Energy|Electricity|Solar|CSP,EJ/yr,0.0,0.0005,0.0009,0.0010999999999999,0.0013
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,C1,Ren,R10ROWO,Secondary Energy|Electricity|Solar|PV,EJ/yr,0.0125,0.1341,1.8527,4.0481,5.162
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,C1,Ren,R10ROWO,Secondary Energy|Electricity|Wind,EJ/yr,0.128,0.3334,1.1257,2.4386,3.7188
WITCH 5.0,CO_Bridge,C3,GS,R10AFRICA,Carbon Sequestration|CCS|Biomass,Mt CO2/yr,0.0018371338018084,0.0042090617109023,3.735395817097995,9.49899280309373,16.0615824589957
WITCH 5.0,CO_Bridge,C3,GS,R10AFRICA,Carbon Sequestration|CCS|Fossil,Mt CO2/yr,0.008392634819301,0.0176015439058007,3.59169482712992,44.03617277964612,61.7879840311026
WITCH 5.0,CO_Bridge,C3,GS,R10AFRICA,Final Energy|Industry|Electricity,EJ/yr,0.5833015178600001,0.97535702670119,0.7165254082770001,1.042670959450049,1.635492805892798
WITCH 5.0,CO_Bridge,C3,GS,R10AFRICA,Secondary Energy|Electricity,EJ/yr,1.401265317285641,2.46914065615125,2.91849315340002,4.17153698779987,6.7124129890420505
WITCH 5.0,CO_Bridge,C3,GS,R10AFRICA,Secondary Energy|Electricity|Biomass,EJ/yr,0.0294121938251548,0.0472855399591146,0.2512905159123784,0.3798810216452712,0.5102022533337255
WITCH 5.0,CO_Bridge,C3,GS,R10AFRICA,Secondary Energy|Electricity|Hydro,EJ/yr,0.2970530753508,0.519288317018912,0.8108304273112922,1.029693458282093,1.19399571388999
WITCH 5.0,CO_Bridge,C3,GS,R10AFRICA,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,0.3014110347197967,0.5815293723951709,1.193069268632139,2.107727951893696,3.5850496170731603
WITCH 5.0,CO_Bridge,C3,GS,R10AFRICA,Secondary Energy|Electricity|Nuclear,EJ/yr,0.045625096836,0.0499387716284957,0.0836215655508582,0.1444753182831677,0.1200424083838866
WITCH 5.0,CO_Bridge,C3,GS,R10AFRICA,Secondary Energy|Electricity|Solar,EJ/yr,0.0021779917876881,0.0299021900818579,0.2355470247464825,0.6733713314858849,1.338515689014807
WITCH 5.0,CO_Bridge,C3,GS,R10AFRICA,Secondary Energy|Electricity|Solar|CSP,EJ/yr,0.000893925558,0.0059558675573271,0.0746605622739005,0.1451652603683674,0.2203152923347557
WITCH 5.0,CO_Bridge,C3,GS,R10AFRICA,Secondary Energy|Electricity|Solar|PV,EJ/yr,0.0012840662296881,0.0239463225245307,0.160886462472581,0.528206071117517,1.118200396680051
WITCH 5.0,CO_Bridge,C3,GS,R10AFRICA,Secondary Energy|Electricity|Wind,EJ/yr,0.0021799675813084,0.0323388652944007,0.1466918165743642,0.4046631621257157,1.052538214168366
WITCH 5.0,CO_Bridge,C3,GS,R10LATIN_AM,Carbon Sequestration|CCS|Biomass,Mt CO2/yr,0.0029755895705076,0.0070886537150997,24.27558902456912,57.6335387655651,87.9265250860248
WITCH 5.0,CO_Bridge,C3,GS,R10LATIN_AM,Carbon Sequestration|CCS|Fossil,Mt CO2/yr,0.0018370681593088,0.0214422124566446,26.160023778659745,52.9381916510771,67.9074141886407
WITCH 5.0,CO_Bridge,C3,GS,R10LATIN_AM,Final Energy|Industry|Electricity,EJ/yr,1.8809870426,2.447962180804539,1.744660536626772,3.013704440140527,5.15579555841045
WITCH 5.0,CO_Bridge,C3,GS,R10LATIN_AM,Secondary Energy|Electricity,EJ/yr,4.89246339557806,6.38418424754151,7.98629299694138,11.697705098957762,20.85690342683019
WITCH 5.0,CO_Bridge,C3,GS,R10LATIN_AM,Secondary Energy|Electricity|Biomass,EJ/yr,0.178834307320018,0.206934835843245,0.1838485334577433,0.3779230410026217,0.3354113927548556
WITCH 5.0,CO_Bridge,C3,GS,R10LATIN_AM,Secondary Energy|Electricity|Hydro,EJ/yr,2.6519427203112,3.161370449977102,4.04000059900397,4.699595390732327,5.194758560078411
WITCH 5.0,CO_Bridge,C3,GS,R10LATIN_AM,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,2.685321861476869,3.571529612449775,5.308019161762147,9.19969253656494,19.34101117911598
WITCH 5.0,CO_Bridge,C3,GS,R10LATIN_AM,Secondary Energy|Electricity|Nuclear,EJ/yr,0.1106032644,0.1199755188,0.2595996336992779,0.5563836281855629,0.5698334712557003
WITCH 5.0,CO_Bridge,C3,GS,R10LATIN_AM,Secondary Energy|Electricity|Solar,EJ/yr,0.0029458014641456,0.0956937995485057,0.5959022413761041,2.471068353681092,6.36792487549123
WITCH 5.0,CO_Bridge,C3,GS,R10LATIN_AM,Secondary Energy|Electricity|Solar|CSP,EJ/yr,0.001256455233,0.0166152126736407,0.2387228176487145,0.3157525374347041,0.807903271661286
WITCH 5.0,CO_Bridge,C3,GS,R10LATIN_AM,Secondary Energy|Electricity|Solar|PV,EJ/yr,0.0016893462311456,0.0790785868748649,0.3571794237273893,2.155315816246388,5.56002160382995
WITCH 5.0,CO_Bridge,C3,GS,R10LATIN_AM,Secondary Energy|Electricity|Wind,EJ/yr,0.0304333397015246,0.3144653629241707,0.672116321382068,2.029028792151511,7.77832774354634
WITCH 5.0,CO_Bridge,C3,GS,R10MIDDLE_EAST,Carbon Sequestration|CCS|Biomass,Mt CO2/yr,0.000638643025549,0.0014037282726347,1.03156009981148,6.77128594030477,14.1771225647041
WITCH 5.0,CO_Bridge,C3,GS,R10MIDDLE_EAST,Carbon Sequestration|CCS|Fossil,Mt CO2/yr,0.0024687936816915,0.0055979386142921,5.86975283892682,15.1430993398105,24.7411582328227
WITCH 5.0,CO_Bridge,C3,GS,R10MIDDLE_EAST,Final Energy|Industry|Electricity,EJ/yr,0.81589679796,1.41772284696698,1.06280532653313,2.325022342205,3.99063283796341
WITCH 5.0,CO_Bridge,C3,GS,R10MIDDLE_EAST,Secondary Energy|Electricity,EJ/yr,3.86375229025915,7.10105085969071,10.0199457834616,20.8239529827766,35.9827532337986
WITCH 5.0,CO_Bridge,C3,GS,R10MIDDLE_EAST,Secondary Energy|Electricity|Biomass,EJ/yr,0.000254948947744,0.0100434872566406,0.0230990759770354,0.0460988815375236,0.0837875023223236
WITCH 5.0,CO_Bridge,C3,GS,R10MIDDLE_EAST,Secondary Energy|Electricity|Hydro,EJ/yr,0.1460872318752,0.272422815120762,0.393324923629482,0.484087118814396,0.552223036180886
WITCH 5.0,CO_Bridge,C3,GS,R10MIDDLE_EAST,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,0.157383624536394,0.48289900608739,2.18166852218699,14.8931427254131,34.0861895018878
WITCH 5.0,CO_Bridge,C3,GS,R10MIDDLE_EAST,Secondary Energy|Electricity|Nuclear,EJ/yr,3.185136e-05,0.000113137196933,0.0001310265705595,0.0001357567346229,0.0001224140758424
WITCH 5.0,CO_Bridge,C3,GS,R10MIDDLE_EAST,Secondary Energy|Electricity|Solar,EJ/yr,0.0027769912371878,0.0731899985234846,1.03973959754133,9.77021207766501,22.4452897691273
WITCH 5.0,CO_Bridge,C3,GS,R10MIDDLE_EAST,Secondary Energy|Electricity|Solar|CSP,EJ/yr,0.001136916207,0.0380575632308275,0.618843580540023,3.73318688756866,8.95532569631754
WITCH 5.0,CO_Bridge,C3,GS,R10MIDDLE_EAST,Secondary Energy|Electricity|Solar|PV,EJ/yr,0.0016400750301878,0.0351324352926572,0.420896017001308,6.03702519009634,13.4899640728098
WITCH 5.0,CO_Bridge,C3,GS,R10MIDDLE_EAST,Secondary Energy|Electricity|Wind,EJ/yr,0.0085194014240065,0.137286192443143,0.748604001016174,4.63884352893369,11.0886766965796
WITCH 5.0,CO_Bridge,C3,GS,R10PAC_OECD,Carbon Sequestration|CCS|Biomass,Mt CO2/yr,0.0019393258257125,1.414413105054985e-08,8.33497992001416,34.6611174028658,69.35011202814214
WITCH 5.0,CO_Bridge,C3,GS,R10PAC_OECD,Carbon Sequestration|CCS|Fossil,Mt CO2/yr,0.0002504525984689,0.000769240502693,0.0336893953589955,105.62864384419632,137.71036672150044
WITCH 5.0,CO_Bridge,C3,GS,R10PAC_OECD,Final Energy|Industry|Electricity,EJ/yr,2.4992674789,3.236881168028403,1.631793315334443,2.324526098599724,3.107132063054197
WITCH 5.0,CO_Bridge,C3,GS,R10PAC_OECD,Secondary Energy|Electricity,EJ/yr,6.659845750565689,7.85568660954114,7.50701238403365,9.42837483836109,13.01377766632082
WITCH 5.0,CO_Bridge,C3,GS,R10PAC_OECD,Secondary Energy|Electricity|Biomass,EJ/yr,0.1433162180290788,0.1117660608365971,0.1217517121414639,0.2363526461806327,0.2629506679452846
WITCH 5.0,CO_Bridge,C3,GS,R10PAC_OECD,Secondary Energy|Electricity|Hydro,EJ/yr,0.5101327277352,0.810438752846524,1.1626972736893642,1.427140607380122,1.625660366579012
WITCH 5.0,CO_Bridge,C3,GS,R10PAC_OECD,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,0.580563407766977,1.790513909259863,3.585537659553105,6.41578146782534,10.125632258048553
WITCH 5.0,CO_Bridge,C3,GS,R10PAC_OECD,Secondary Energy|Electricity|Nuclear,EJ/yr,1.221345219636,0.6162354036284957,1.5403665071888863,2.3796568755014045,2.3910375643100714
WITCH 5.0,CO_Bridge,C3,GS,R10PAC_OECD,Secondary Energy|Electricity|Solar,EJ/yr,0.0246990130209716,0.5377234077132056,1.5213554473594402,2.30008803871283,2.9670068315565
WITCH 5.0,CO_Bridge,C3,GS,R10PAC_OECD,Secondary Energy|Electricity|Solar|CSP,EJ/yr,0.000605782422,0.027031289171893,0.0948239434380092,0.1842364907569285,0.2763496544732967
WITCH 5.0,CO_Bridge,C3,GS,R10PAC_OECD,Secondary Energy|Electricity|Solar|PV,EJ/yr,0.0240932305989716,0.5106921185413129,1.426531503921437,2.115851547955907,2.6906571770832004
WITCH 5.0,CO_Bridge,C3,GS,R10PAC_OECD,Secondary Energy|Electricity|Wind,EJ/yr,0.0457316670108055,0.4423517487001352,0.901484938504301,2.6885528217323857,5.532965059913041
WITCH 5.0,CO_Bridge,C3,GS,R10REF_ECON,Carbon Sequestration|CCS|Biomass,Mt CO2/yr,0.0008418882182304,0.0019377079651138,11.7164985876912,15.9151842385266,26.9927143425148
WITCH 5.0,CO_Bridge,C3,GS,R10REF_ECON,Carbon Sequestration|CCS|Fossil,Mt CO2/yr,0.0036660269157153,0.0088118685948483,6.11328088622747,102.323830691564,129.755710078009
WITCH 5.0,CO_Bridge,C3,GS,R10REF_ECON,Final Energy|Industry|Electricity,EJ/yr,2.03885351794,3.02110504276209,2.7133504742585,4.18778462831835,6.87929008397135
WITCH 5.0,CO_Bridge,C3,GS,R10REF_ECON,Secondary Energy|Electricity,EJ/yr,5.98836001465321,9.21974868976587,10.3506320675111,15.6799182896684,25.8078784720784
WITCH 5.0,CO_Bridge,C3,GS,R10REF_ECON,Secondary Energy|Electricity|Biomass,EJ/yr,0.0134823526266797,0.0320262905531399,0.215894994447806,0.283770553181687,0.339968206077458
WITCH 5.0,CO_Bridge,C3,GS,R10REF_ECON,Secondary Energy|Electricity|Hydro,EJ/yr,1.0334772796896,1.36052477663167,1.62267107571497,1.81946643237069,1.96720230557081
WITCH 5.0,CO_Bridge,C3,GS,R10REF_ECON,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,1.05120161941115,1.52480659413546,2.15749922657636,8.7344554592649,19.3951293489249
WITCH 5.0,CO_Bridge,C3,GS,R10REF_ECON,Secondary Energy|Electricity|Nuclear,EJ/yr,0.9375516864,1.0046585952,1.45324054493829,2.9951007651718,5.76349996763493
WITCH 5.0,CO_Bridge,C3,GS,R10REF_ECON,Secondary Energy|Electricity|Solar,EJ/yr,0.0012760074295842,0.0700379926905612,0.241153845783083,4.85709164636622,8.85215422215384
WITCH 5.0,CO_Bridge,C3,GS,R10REF_ECON,Secondary Energy|Electricity|Solar|CSP,EJ/yr,0.000396459279,0.005289193995373,0.0377566962729791,0.361135123173646,0.590835679911871
WITCH 5.0,CO_Bridge,C3,GS,R10REF_ECON,Secondary Energy|Electricity|Solar|PV,EJ/yr,0.0008795481505842,0.0647487986951881,0.203397149510104,4.49595652319257,8.26131854224196
WITCH 5.0,CO_Bridge,C3,GS,R10REF_ECON,Secondary Energy|Electricity|Wind,EJ/yr,0.0164483322919665,0.0942438248132292,0.293674305078309,2.05789738052799,8.57577282120021
WITCH 5.0,CO_Bridge,C3,GS,R10REST_ASIA,Carbon Sequestration|CCS|Biomass,Mt CO2/yr,0.0038695823433897,2.950522452176649e-08,1.3683533334015086,13.785850755643684,24.06992561191954
WITCH 5.0,CO_Bridge,C3,GS,R10REST_ASIA,Carbon Sequestration|CCS|Fossil,Mt CO2/yr,0.0024490824996886,0.0071642195382879,5.88830388872542,62.9943924833535,84.4263623639891
WITCH 5.0,CO_Bridge,C3,GS,R10REST_ASIA,Final Energy|Industry|Electricity,EJ/yr,1.05190631792,1.785204100765098,1.114576558415772,1.508674277054328,2.377662026303075
WITCH 5.0,CO_Bridge,C3,GS,R10REST_ASIA,Secondary Energy|Electricity,EJ/yr,2.902179592977931,4.630846053922896,6.21233611723142,7.49329887449638,11.98224799391959
WITCH 5.0,CO_Bridge,C3,GS,R10REST_ASIA,Secondary Energy|Electricity|Biomass,EJ/yr,0.0712560455845045,0.1204025748281265,0.4470953990830106,0.2968944123879264,0.2245092770157705
WITCH 5.0,CO_Bridge,C3,GS,R10REST_ASIA,Secondary Energy|Electricity|Hydro,EJ/yr,0.458554022154,0.7596279420086799,0.8810883851324309,0.972269726649309,1.040720300572761
WITCH 5.0,CO_Bridge,C3,GS,R10REST_ASIA,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,0.463486381274525,0.8349237513548038,1.749988036843015,4.842957160355191,10.03552855632754
WITCH 5.0,CO_Bridge,C3,GS,R10REST_ASIA,Secondary Energy|Electricity|Nuclear,EJ/yr,0.012779496072,0.0305944776569914,0.0263062592092299,0.0349250030724494,0.0682156301628316
WITCH 5.0,CO_Bridge,C3,GS,R10REST_ASIA,Secondary Energy|Electricity|Solar,EJ/yr,0.0024865650612782,0.0434566797629979,0.6600434199317646,3.012486952545919,6.022176420944014
WITCH 5.0,CO_Bridge,C3,GS,R10REST_ASIA,Secondary Energy|Electricity|Solar|CSP,EJ/yr,0.000823718349,0.0010308201028418,0.0531496452632887,0.1018040439402023,0.1738739037655658
WITCH 5.0,CO_Bridge,C3,GS,R10REST_ASIA,Secondary Energy|Electricity|Solar|PV,EJ/yr,0.0016628467122783,0.0424258596601559,0.6068937746684772,2.910682908605721,5.848302517178443
WITCH 5.0,CO_Bridge,C3,GS,R10REST_ASIA,Secondary Energy|Electricity|Wind,EJ/yr,0.0024457940592464,0.0318391295831265,0.2088562317788226,0.8582004811599551,2.972631834810768
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,BRA,Carbon Sequestration|CCS|Biomass,Mt CO2/yr,0.0,0.0,1.4135,0.583,7.3425
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,BRA,Carbon Sequestration|CCS|Fossil,Mt CO2/yr,0.0,0.0,20.8565,36.0873,62.1209
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,BRA,Final Energy|Industry|Electricity,EJ/yr,0.7945,0.9064,1.8136,1.9558,2.3734
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,BRA,Secondary Energy|Electricity,EJ/yr,1.7587,2.187,3.4613,3.7559,4.383
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,BRA,Secondary Energy|Electricity|Biomass,EJ/yr,0.1066,0.1817,0.2264,0.2956,0.4328
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,BRA,Secondary Energy|Electricity|Hydro,EJ/yr,1.3649,1.2991,2.2819,2.259,2.3659
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,BRA,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,1.3867,1.436,2.648,2.8223,3.3342
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,BRA,Secondary Energy|Electricity|Nuclear,EJ/yr,0.0492,0.0563,0.0975,0.0961,0.0982
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,BRA,Secondary Energy|Electricity|Solar,EJ/yr,0.0145,0.0494,0.1817,0.3499,0.7097
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,BRA,Secondary Energy|Electricity|Solar|PV,EJ/yr,0.0145,0.0494,0.1817,0.3499,0.7097
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,BRA,Secondary Energy|Electricity|Wind,EJ/yr,0.0074,0.0873,0.184,0.2122,0.2525
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,CHN,Carbon Sequestration|CCS|Biomass,Mt CO2/yr,0.0,0.0,2.5792,2.0377,48.4554
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,CHN,Carbon Sequestration|CCS|Fossil,Mt CO2/yr,0.0,0.0,1520.4917,5075.4614,6369.9648
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,CHN,Final Energy|Industry|Electricity,EJ/yr,8.5277,15.7841,28.5273,34.5559,41.7173
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,CHN,Secondary Energy|Electricity,EJ/yr,15.107,29.0339,47.29,56.9168,69.3967
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,CHN,Secondary Energy|Electricity|Biomass,EJ/yr,0.0948,0.1884,0.2626,0.5434,1.7095
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,CHN,Secondary Energy|Electricity|Hydro,EJ/yr,2.5632,5.3744,6.3006,6.3006,6.3006
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,CHN,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,2.7692,8.0065,24.5617,30.6998,43.3879
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,CHN,Secondary Energy|Electricity|Nuclear,EJ/yr,0.2662,0.8341,2.9306,2.9861,3.0913
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,CHN,Secondary Energy|Electricity|Solar,EJ/yr,0.0453,1.6179,10.4012,12.0702,15.4863
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,CHN,Secondary Energy|Electricity|Solar|PV,EJ/yr,0.0453,1.6179,10.4012,12.0702,15.4863
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,CHN,Secondary Energy|Electricity|Wind,EJ/yr,0.1608,0.9679,6.8573,11.1999,20.0458
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,EU,Carbon Sequestration|CCS|Biomass,Mt CO2/yr,0.0,0.0,6.4339,2.2474,27.8922
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,EU,Carbon Sequestration|CCS|Fossil,Mt CO2/yr,0.0,0.0,196.6154,347.5827,511.2207
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,EU,Final Energy|Industry|Electricity,EJ/yr,4.118,4.6431,6.3759,7.244800000000001,8.7496
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,EU,Secondary Energy|Electricity,EJ/yr,12.0965,13.1385,16.046,18.4125,22.0348
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,EU,Secondary Energy|Electricity|Biomass,EJ/yr,0.477,0.7149,0.854,1.0773,1.6574
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,EU,Secondary Energy|Electricity|Geothermal,EJ/yr,0.0905,0.1414,0.1698,0.2046,0.2461
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,EU,Secondary Energy|Electricity|Hydro,EJ/yr,1.3798,1.4364,1.9228,1.9228,1.9228
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,EU,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,2.1586,3.6347,6.8603,8.487200000000001,11.6854
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,EU,Secondary Energy|Electricity|Nuclear,EJ/yr,3.1181,3.2571,3.9705,4.6752,4.9299
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,EU,Secondary Energy|Electricity|Solar,EJ/yr,0.1587,0.7883,1.9076,2.5676,3.9198
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,EU,Secondary Energy|Electricity|Solar|PV,EJ/yr,0.1587,0.7883,1.9076,2.5676,3.9198
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,EU,Secondary Energy|Electricity|Wind,EJ/yr,0.5296,1.2648,2.8368,3.7519,5.5071
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,IND,Carbon Sequestration|CCS|Biomass,Mt CO2/yr,0.0,0.0,2.9691,1.1531,19.536
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,IND,Carbon Sequestration|CCS|Fossil,Mt CO2/yr,0.0,0.0,282.9418,1021.3468,1632.7349
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,IND,Final Energy|Industry|Electricity,EJ/yr,1.605,2.7587,5.6433,7.8218,10.9911
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,IND,Secondary Energy|Electricity,EJ/yr,4.0132,7.044,11.1821,15.0575,20.1075
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,IND,Secondary Energy|Electricity|Biomass,EJ/yr,0.0595,0.1194,0.1594,0.2609,0.6856
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,IND,Secondary Energy|Electricity|Hydro,EJ/yr,0.5032,0.6618,2.1565,2.1565,2.1565
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,IND,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,0.6205,1.0958,6.1517,8.6074,11.7539
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,IND,Secondary Energy|Electricity|Nuclear,EJ/yr,0.1065,0.1863,0.5097,0.5119,0.6317
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,IND,Secondary Energy|Electricity|Solar,EJ/yr,0.0143,0.1461,2.5567,4.196,6.1024
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,IND,Secondary Energy|Electricity|Solar|PV,EJ/yr,0.0143,0.1461,2.5567,4.196,6.1024
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,IND,Secondary Energy|Electricity|Wind,EJ/yr,0.0797,0.2201,1.0631,1.6583,2.5577
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,JPN,Carbon Sequestration|CCS|Biomass,Mt CO2/yr,0.0,0.0,1.743,0.3839,4.6347
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,JPN,Carbon Sequestration|CCS|Fossil,Mt CO2/yr,0.0,0.0,102.4234,200.9885,304.1989
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,JPN,Final Energy|Industry|Electricity,EJ/yr,1.296,1.3047,1.7776,1.9157,2.1309
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,JPN,Secondary Energy|Electricity,EJ/yr,3.9305,3.8899,4.117,4.4663,4.8129
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,JPN,Secondary Energy|Electricity|Biomass,EJ/yr,0.0662,0.1052,0.1171,0.1324,0.216
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,JPN,Secondary Energy|Electricity|Geothermal,EJ/yr,0.0164,0.0149,0.0164,0.0174,0.0183
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,JPN,Secondary Energy|Electricity|Hydro,EJ/yr,0.2919,0.294,0.4097,0.4097,0.4097
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,JPN,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,0.351,0.5326,1.0647,1.422,1.9384
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,JPN,Secondary Energy|Electricity|Nuclear,EJ/yr,1.085,0.1074,0.1606,0.1316,0.1197
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,JPN,Secondary Energy|Electricity|Solar,EJ/yr,0.0289,0.2035,0.526,0.6736,0.9749
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,JPN,Secondary Energy|Electricity|Solar|PV,EJ/yr,0.0289,0.2035,0.526,0.6736,0.9749
AIM/CGE 2.2,EN_NPi2020_900f,C3,Neg-2.0,JPN,Secondary Energy|Electricity|Wind,EJ/yr,0.0138,0.0199,0.1083,0.3136,0.5151
