process,product_name,type,unit,value,product_type,carbon_content,data_source
"heat, high temperature, from agricultural residue",co2_emission,EMISSION,kg,0.11500529100529099,emission,0.2727272727272727,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"electricity_biogenic, from forest residue",electricity,PRODUCT,kWh,1.0,intermediate,0.0,BAT efficiency
"electricity_biogenic, from agricultural residue",electricity,PRODUCT,kWh,1.0,intermediate,0.0,BAT efficiency
"electricity_biogenic, from forest residue",forest_residue,RAW MATERIALS,kg,-0.47368421052631576,raw_material,0.521,BAT efficiency
"heat, high temperature, from forest residue",forest_residue,RAW MATERIALS,kg,-0.05555555555555556,raw_material,0.521,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"heat, high temperature, from agricultural residue",heat_high,PRODUCT,MJ,1.0,intermediate,0.0,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"heat, high temperature, from forest residue",heat_high,PRODUCT,MJ,1.0,intermediate,0.0,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"hydrogen, from PEM electrolysis",electricity,UTILITIES,kWh,-54.0,intermediate,0.0,https://doi.org/10.1016/j.est.2021.102759
"hydrogen, from PEM electrolysis",hydrogen,PRODUCT,kg,1.0,intermediate,0.0,https://doi.org/10.1016/j.est.2021.102759
"hydrogen, from PEM electrolysis",water,RAW MATERIALS,kg,-14.0,raw_material,0.0,https://doi.org/10.1016/j.est.2021.102759
"nitrogen, from crogenic air separation, improved",electricity,UTILITIES,kWh,-0.258,intermediate,0.0,https://doi.org/10.1016/j.jclepro.2020.123027
"nitrogen, from crogenic air separation, improved",nitrogen_liquid,PRODUCT,kg,1.0,intermediate,0.0,https://doi.org/10.1016/j.jclepro.2020.123027
"oxygen, from cryogenic air separation, improved",electricity,UTILITIES,kWh,-0.252,intermediate,0.0,https://doi.org/10.1016/j.jclepro.2020.123027
"oxygen, from cryogenic air separation, improved",oxygen_liquid,PRODUCT,kg,1.0,intermediate,0.0,https://doi.org/10.1016/j.jclepro.2020.123027
"electricity_biogenic, from agricultural residue",nox_emission_energy,EMISSION,kg,0.0007673684210526316,emission,0.0,BAT efficiency
"electricity_biogenic, from forest residue",nox_emission_energy,EMISSION,kg,0.0007673684210526316,emission,0.0,BAT efficiency
"steam, high temperature, from heat",electricity,UTILITIES,kWh,-0.00808,intermediate,0.0,78% efficiency
"steam, high temperature, from heat",heat_high,UTILITIES,MJ,-1.28,intermediate,0.0,78% efficiency
"steam, high temperature, from heat",steam_high,PRODUCT,MJ,1.0,intermediate,0.0,78% efficiency
"steam, high temperature, from heat",water,RAW MATERIALS,kg,-0.0618182,raw_material,0.0,78% efficiency
"electricity_biogenic, from agricultural residue",pm25_emission_energy,EMISSION,kg,0.00126,emission,0.0,BAT efficiency
"electricity_biogenic, from forest residue",pm25_emission_energy,EMISSION,kg,0.00126,emission,0.0,BAT efficiency
"electricity_biogenic, from agricultural residue",sox_emission_energy,EMISSION,kg,0.0001023157894736842,emission,0.0,BAT efficiency
"electricity_biogenic, from forest residue",sox_emission_energy,EMISSION,kg,0.0001023157894736842,emission,0.0,BAT efficiency
"electricity_biogenic, from agricultural residue",water,RAW MATERIALS,kg,-0.00787,raw_material,0.0,BAT efficiency
"electricity_biogenic, from forest residue",water,RAW MATERIALS,kg,-0.00787,raw_material,0.0,BAT efficiency
"heat, high temperature, from agricultural residue",nox_emission_chemical,EMISSION,kg,9e-05,emission,0.0,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"heat, high temperature, from forest residue",nox_emission_chemical,EMISSION,kg,9e-05,emission,0.0,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"heat, high temperature, from agricultural residue",pm25_emission_chemical,EMISSION,kg,0.0001477777777777778,emission,0.0,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"heat, high temperature, from forest residue",pm25_emission_chemical,EMISSION,kg,0.0001477777777777778,emission,0.0,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"heat, high temperature, from agricultural residue",sox_emission_chemical,EMISSION,kg,1.2e-05,emission,0.0,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
"heat, high temperature, from forest residue",sox_emission_chemical,EMISSION,kg,1.2e-05,emission,0.0,https://www.ieabioenergy.com/wp-content/uploads/2022/02/Role-of-biomass-in-industrial-heat.pdf
CCS,co2_storage,PRODUCT,kg,1.0,emission,0.2727272727272727,premise
CCS,co2_feedstock,RAW MATERIALS,kg,-1.00026,raw_material,0.2727272727272727,premise
CCS,co2_emission,EMISSION,kg,0.00026,emission,0.2727272727272727,premise
CCS,electricity,UTILITIES,kWh,-0.00948,intermediate,0.0,premise
CCS,pipeline,RAW MATERIALS,tkm,-0.00152,raw_material,0.0,premise
"butadiene, from ethanol to butadiene process",butadiene,PRODUCT,kg,1.0,intermediate,0.889,https://doi.org/10.1016/j.jclepro.2022.133963
"butadiene, from ethanol to butadiene process",electricity,UTILITIES,kWh,-0.8040465588023937,intermediate,0.0,https://doi.org/10.1016/j.jclepro.2022.133963
"butadiene, from ethanol to butadiene process",ethanol,RAW MATERIALS,kg,-1.8813349580013452,intermediate,0.5217,https://doi.org/10.1016/j.jclepro.2022.133963
"butadiene, from ethanol to butadiene process",heat_high,UTILITIES,MJ,-9.55524584996256,intermediate,0.0,https://doi.org/10.1016/j.jclepro.2022.133963
"butadiene, from ethanol to butadiene process",hydrogen_peroxide,RAW MATERIALS,kg,-0.04144155962981113,intermediate,0.0,https://doi.org/10.1016/j.jclepro.2022.133963
"butadiene, from ethanol to butadiene process",steam_high,UTILITIES,MJ,-21.922680641770153,intermediate,0.0,https://doi.org/10.1016/j.jclepro.2022.133963
"butadiene, from ethanol to butadiene process",water,RAW MATERIALS,kg,-18.364298973210424,raw_material,0.0,https://doi.org/10.1016/j.jclepro.2022.133963
"butadiene, from ethanol to butadiene process",co2_emission,EMISSION,kg,0.3058167226199904,emission,0.2727272727272727,https://doi.org/10.1016/j.jclepro.2022.133963
"carbon_monoxide, from partial condensation of syngas",carbon_monoxide,PRODUCT,kg,1.0,intermediate,0.42857142857142855,mass balance + ihs
"carbon_monoxide, from partial condensation of syngas",cooling_water,UTILITIES,MJ,-0.6494914015906165,intermediate,0.0,mass balance + ihs
"carbon_monoxide, from partial condensation of syngas",electricity,UTILITIES,kWh,-0.3232636466627942,intermediate,0.0,mass balance + ihs
"carbon_monoxide, from partial condensation of syngas",syngas_2_to_1,RAW MATERIALS,kg,-0.6740920946542465,intermediate,0.374789328,mass balance + ihs
"ethanol, from liquid hot water pre-treatment of forest residue, according to LiuF2021",co2_emission,EMISSION,kg,3.166672521957683,emission,0.2727272727272727,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of forest residue, according to LiuF2021",ammonium_sulfate,RAW MATERIALS,kg,-0.10253284185379584,intermediate,0.0,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of forest residue, according to LiuF2021",co2_feedstock,BY-PRODUCT CREDITS,kg,0.8377007021810848,raw_material,0.2727272727272727,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of forest residue, according to LiuF2021",corn_steep_liquor,RAW MATERIALS,kg,-0.10162547157190381,intermediate,0.3896,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of forest residue, according to LiuF2021",ethanol,PRODUCT,kg,1.0,intermediate,0.5217,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of forest residue, according to LiuF2021",forest_residue,RAW MATERIALS,kg,-2.919703743381428,raw_material,0.521,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of forest residue, according to LiuF2021",glucose,RAW MATERIALS,kg,-0.24045312470137958,intermediate,0.4,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of forest residue, according to LiuF2021",sulfuric_acid,RAW MATERIALS,kg,-0.09580174110388637,raw_material,0.0,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of forest residue, according to LiuF2021",water,RAW MATERIALS,kg,-14.430762889620183,raw_material,0.0,https://doi.org/10.1016/j.jclepro.2021.129707
"glucose, from organosolv pre-treatment of forest residue, according to Nitzsche2016",co2_emission,EMISSION,kg,1.2125171636328695,emission,0.2727272727272727,https://doi.org/10.1016/j.biortech.2015.11.008
"glucose, from organosolv pre-treatment of forest residue, according to Nitzsche2016",cooling_water,UTILITIES,MJ,-0.6128297481277333,intermediate,0.0,https://doi.org/10.1016/j.biortech.2015.11.008
"glucose, from organosolv pre-treatment of forest residue, according to Nitzsche2016",electricity,UTILITIES,kWh,-0.3432298587904772,intermediate,0.0,https://doi.org/10.1016/j.biortech.2015.11.008
"glucose, from organosolv pre-treatment of forest residue, according to Nitzsche2016",enzyme,RAW MATERIALS,kg,-0.004860964838618141,intermediate,0.53,https://doi.org/10.1016/j.biortech.2015.11.008
"glucose, from organosolv pre-treatment of forest residue, according to Nitzsche2016",forest_residue,RAW MATERIALS,kg,-1.4426350326602866,raw_material,0.521,https://doi.org/10.1016/j.biortech.2015.11.008
"glucose, from organosolv pre-treatment of forest residue, according to Nitzsche2016",glucose,PRODUCT,kg,1.0,intermediate,0.4,https://doi.org/10.1016/j.biortech.2015.11.008
"glucose, from organosolv pre-treatment of forest residue, according to Nitzsche2016",steam_high,UTILITIES,MJ,-2.503256101860726,intermediate,0.0,https://doi.org/10.1016/j.biortech.2015.11.008
"glucose, from organosolv pre-treatment of forest residue, according to Nitzsche2016",water,RAW MATERIALS,kg,-9.11180566413376,raw_material,0.0,https://doi.org/10.1016/j.biortech.2015.11.008
"lactic acid, from steam explosion pre-treatment of forest residue, according to Mandegari2018",co2_emission,EMISSION,kg,2.385840114316959,emission,0.2727272727272727,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of forest residue, according to Mandegari2018",cooling_water,UTILITIES,MJ,-2.3596568365455552,intermediate,0.0,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of forest residue, according to Mandegari2018",corn_steep_liquor,RAW MATERIALS,kg,-0.04686855511365699,intermediate,0.3896,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of forest residue, according to Mandegari2018",forest_residue,RAW MATERIALS,kg,-2.009314773477659,raw_material,0.521,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of forest residue, according to Mandegari2018",lactic_acid,PRODUCT,kg,1.0,intermediate,0.4,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of forest residue, according to Mandegari2018",sodium_hydroxide,RAW MATERIALS,kg,-0.0012884923157851242,raw_material,0.0,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of forest residue, according to Mandegari2018",sulfur_dioxide,RAW MATERIALS,kg,-0.018784517087434654,intermediate,0.0,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of forest residue, according to Mandegari2018",trimethylamine,RAW MATERIALS,kg,-0.023555342996643653,intermediate,0.6101694915254238,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of forest residue, according to Mandegari2018",water,RAW MATERIALS,kg,-16.239063761901573,raw_material,0.0,https://doi.org/10.1002/bbb.1801
"syngas, from forest residue gasification",co2_emission,EMISSION,kg,1.80723022752988,emission,0.2727272727272727,AB
"syngas, from forest residue gasification",electricity,UTILITIES,kWh,-0.17768223940822228,intermediate,0.0,AB
"syngas, from forest residue gasification",forest_residue,RAW MATERIALS,kg,-1.5643493089920173,raw_material,0.521,AB
"syngas, from forest residue gasification",oxygen_liquid,RAW MATERIALS,kg,-0.7207175408836747,intermediate,0.0,AB
"syngas, from forest residue gasification",syngas_2_to_1,PRODUCT,kg,1.0,intermediate,0.374789328,AB
"syngas, from forest residue gasification",water,RAW MATERIALS,kg,-1.0604144244996063,raw_material,0.0,AB
"ethanol, from liquid hot water pre-treatment of agricultural residue, according to LiuF2021",agricultural_residue,RAW MATERIALS,kg,-2.919703743381428,intermediate,0.494,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of agricultural residue, according to LiuF2021",ammonium_sulfate,RAW MATERIALS,kg,-0.10253284185379584,intermediate,0.0,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of agricultural residue, according to LiuF2021",co2_feedstock,BY-PRODUCT CREDITS,kg,0.8377007021810848,raw_material,0.2727272727272727,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of agricultural residue, according to LiuF2021",corn_steep_liquor,RAW MATERIALS,kg,-0.10162547157190381,intermediate,0.3896,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of agricultural residue, according to LiuF2021",ethanol,PRODUCT,kg,1.0,intermediate,0.5217,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of agricultural residue, according to LiuF2021",glucose,RAW MATERIALS,kg,-0.24045312470137958,intermediate,0.4,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of agricultural residue, according to LiuF2021",sulfuric_acid,RAW MATERIALS,kg,-0.09580174110388637,raw_material,0.0,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of agricultural residue, according to LiuF2021",water,RAW MATERIALS,kg,-14.430762889620183,raw_material,0.0,https://doi.org/10.1016/j.jclepro.2021.129707
"ethanol, from liquid hot water pre-treatment of agricultural residue, according to LiuF2021",co2_emission,EMISSION,kg,2.847699736669023,emission,0.2727272727272727,https://doi.org/10.1016/j.jclepro.2021.129707
"glucose, from organosolv pre-treatment of agricultural residue, according to Nitzsche2016",agricultural_residue,RAW MATERIALS,kg,-1.4426350326602866,intermediate,0.494,https://doi.org/10.1016/j.biortech.2015.11.008
"glucose, from organosolv pre-treatment of agricultural residue, according to Nitzsche2016",cooling_water,UTILITIES,MJ,-0.6128297481277333,intermediate,0.0,https://doi.org/10.1016/j.biortech.2015.11.008
"glucose, from organosolv pre-treatment of agricultural residue, according to Nitzsche2016",electricity,UTILITIES,kWh,-0.3432298587904772,intermediate,0.0,https://doi.org/10.1016/j.biortech.2015.11.008
"glucose, from organosolv pre-treatment of agricultural residue, according to Nitzsche2016",enzyme,RAW MATERIALS,kg,-0.004860964838618141,intermediate,0.53,https://doi.org/10.1016/j.biortech.2015.11.008
"glucose, from organosolv pre-treatment of agricultural residue, according to Nitzsche2016",glucose,PRODUCT,kg,1.0,intermediate,0.4,https://doi.org/10.1016/j.biortech.2015.11.008
"glucose, from organosolv pre-treatment of agricultural residue, according to Nitzsche2016",steam_high,UTILITIES,MJ,-2.503256101860726,intermediate,0.0,https://doi.org/10.1016/j.biortech.2015.11.008
"glucose, from organosolv pre-treatment of agricultural residue, according to Nitzsche2016",water,RAW MATERIALS,kg,-9.11180566413376,raw_material,0.0,https://doi.org/10.1016/j.biortech.2015.11.008
"glucose, from organosolv pre-treatment of agricultural residue, according to Nitzsche2016",co2_emission,EMISSION,kg,1.0696966714844571,emission,0.2727272727272727,https://doi.org/10.1016/j.biortech.2015.11.008
"lactic acid, from steam explosion pre-treatment of agricultural residue, according to Mandegari2018",agricultural_residue,RAW MATERIALS,kg,-2.009314773477659,intermediate,0.494,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of agricultural residue, according to Mandegari2018",cooling_water,UTILITIES,MJ,-2.3596568365455552,intermediate,0.0,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of agricultural residue, according to Mandegari2018",corn_steep_liquor,RAW MATERIALS,kg,-0.04686855511365699,intermediate,0.3896,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of agricultural residue, according to Mandegari2018",lactic_acid,PRODUCT,kg,1.0,intermediate,0.4,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of agricultural residue, according to Mandegari2018",sodium_hydroxide,RAW MATERIALS,kg,-0.0012884923157851242,raw_material,0.0,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of agricultural residue, according to Mandegari2018",sulfur_dioxide,RAW MATERIALS,kg,-0.018784517087434654,intermediate,0.0,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of agricultural residue, according to Mandegari2018",trimethylamine,RAW MATERIALS,kg,-0.023555342996643653,intermediate,0.6101694915254238,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of agricultural residue, according to Mandegari2018",water,RAW MATERIALS,kg,-16.239063761901573,raw_material,0.0,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of agricultural residue, according to Mandegari2018",co2_emission,EMISSION,kg,2.1869705854855583,emission,0.2727272727272727,https://doi.org/10.1002/bbb.1801
"syngas, from agricultural residue gasification",co2_emission,EMISSION,kg,1.6523596459396697,emission,0.2727272727272727,AB
"syngas, from agricultural residue gasification",agricultural_residue,RAW MATERIALS,kg,-1.5643493089920173,intermediate,0.494,AB
"syngas, from agricultural residue gasification",electricity,UTILITIES,kWh,-0.17768223940822228,intermediate,0.0,AB
"syngas, from agricultural residue gasification",oxygen_liquid,RAW MATERIALS,kg,-0.7207175408836747,intermediate,0.0,AB
"syngas, from agricultural residue gasification",syngas_2_to_1,PRODUCT,kg,1.0,intermediate,0.374789328,AB
"syngas, from agricultural residue gasification",water,RAW MATERIALS,kg,-1.0604144244996063,raw_material,0.0,AB
"ammonia, from Haber-Bosch process",ammonia,PRODUCT,kg,1.0,intermediate,0.0,AB
"ammonia, from Haber-Bosch process",electricity,UTILITIES,kWh,-0.5985245077866669,intermediate,0.0,AB
"ammonia, from Haber-Bosch process",hydrogen,RAW MATERIALS,kg,-0.18059587016519593,intermediate,0.0,AB
"ammonia, from Haber-Bosch process",nitrogen_liquid,RAW MATERIALS,kg,-0.837118096047279,intermediate,0.0,AB
"ammonia, from Haber-Bosch process",nh3_emission_chemical,EMISSION,kg,1e-05,emission,0.0,AB
"ammonia, from Haber-Bosch process",nox_emission_chemical,EMISSION,kg,0.001,emission,0.0,AB
