,Product,Location,GHG,Biodiversity,Scenario,Year,Ammonia,Carbon monoxide,NMVOC,Nitrogen oxides,Particulates,Sulfur dioxide,Sulfur oxides
1428,agricultural_residue_lbdv,AR,0.0783493665542804,2.155096034589027,scenRCP1p9,2050,0.00026004287128151047,7.063914796498339e-05,3.0752107007802026e-05,0.0001875990892255592,7.042469415851138e-06,5.9971921555628235e-05,1.2859234136683722e-07
1429,soybean_straw,BR,0.09407970529485458,5.531378713472916,scenRCP1p9,2050,0.00033396114215611573,0.00016420060072671005,8.711429532480604e-05,0.00035925541197743063,1.8476022621128475e-05,0.00026466800569367396,2.620690578819216e-07
1430,agricultural_residue,MG,0.057057661976802614,7.600787860098258,scenRCP1p9,2050,3.300853538549005e-05,3.3449221180257714e-05,1.0828350133434468e-05,6.234812538584282e-05,3.2038762675527868e-06,1.0644840920139376e-05,2.4914800313525173e-08
1431,maize_stover,UA,0.13172694225939202,1.0224399784756981,scenRCP1p9,2050,0.0006017037485358786,0.00021897070566319197,7.829288714505736e-05,0.0005186440389128643,2.1452689533378994e-05,9.277060987607122e-05,1.830465770697063e-07
1432,agricultural_residue_lbdv,AM,0.14447594314018344,4.976568651787557,scenRCP1p9,2050,0.00048809695455886157,0.00027618321392066156,8.560050200431005e-05,0.0005388026744785037,2.6222922254376706e-05,8.120992888062541e-05,2.7782109083472346e-07
1433,forest_residue,CY,0.026913922101695617,38.99330448942348,scenRCP1p9,2050,2.366988450575043e-06,0.0009855146034672693,0.0003006434218250187,0.00011910497571832684,8.196164839869176e-06,2.5128835084983817e-05,2.951811071271452e-08
1434,agricultural_residue_lbdv,MN,0.12678313649989748,0.3492031889498914,scenRCP1p9,2050,0.00042173888443776473,0.00013160895216736068,4.572621043079013e-05,0.00032309836038268736,1.250616398112673e-05,4.150529446396603e-05,1.1826327472073526e-07
1435,maize_stover,ID,0.05563347898223433,2.22630222739646,scenRCP1p9,2050,0.00043096267340175635,1.2451108649727924e-05,1.2609158812270979e-05,0.00014315226871397315,1.196350379019215e-06,2.4054762163155224e-05,3.083293313820497e-08
1436,forest_residue_lbdv,TN,0.021091858964742343,43.72620817803699,scenRCP1p9,2050,1.4308722185666436e-06,0.0005854501143883609,0.00018040236038330192,0.00010278359747723474,6.596622168044715e-06,2.1094826215396756e-05,2.4924768269162992e-08
1437,agricultural_residue_lbdv,YE,0.1288333397816043,-0.8773279143246768,scenRCP1p9,2050,0.0003969512185563319,0.00010087914440599794,3.539260304874094e-05,0.000265049029190133,9.470358796161666e-06,3.3290989666854586e-05,1.0838132775072143e-07
1438,co2_feedstock_fossil,MK,0.0,0.0,scenRCP1p9,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0
